,_id,ltable_id,rtable_id,ltable_title,ltable_artist_name,ltable_year,rtable_title,rtable_year,rtable_episode,rtable_song,rtable_artists
5030,5030,771295,305154,Let Freedom Ring,Bill Whelan / Tsidii Le Loka / Eoghan O'Neill / Des Moore / Noel Heraty / Robbie Harris / The Amanzi Singers,2000,Tricked,2013.0,(#2.2),Let Forever Be,the chemical brothers noel gallagher
5037,5037,465928,305154,Let Me In Your Life (Parts 1 & 2),The Isley Brothers,0,Tricked,2013.0,(#2.2),Let Forever Be,the chemical brothers noel gallagher
5040,5040,99099,305154,Don't Let Me Be Lonely Tonight,The Isley Brothers,1973,Tricked,2013.0,(#2.2),Let Forever Be,the chemical brothers noel gallagher
5046,5046,254622,305154,Medley: Let It Be Me / Give Peace A Chance [The Everly Brothers Show - 1970],The Everly Brothers,0,Tricked,2013.0,(#2.2),Let Forever Be,the chemical brothers noel gallagher
5118,5118,960501,36678,Land of 1000 Dances,Chris Kenner,1962,Britains Got Talent,2007.0,2016: Auditions 1 (#10.1),Land of a Thousand Dances,chris kenner wilson pickett
5159,5159,673130,36678,Land Of 1000 Dances,Wilson Pickett,1966,Britains Got Talent,2007.0,2016: Auditions 1 (#10.1),Land of a Thousand Dances,chris kenner wilson pickett
5203,5203,665329,410531,Lovely Head,Goldfrapp,2000,Demonlover,2002.0,,Lovely Head,alison goldfrapp will gregory goldfrapp
5268,5268,931196,262070,High Noon,Tex Williams & Tex Ritter,0,The Porter Wagoner Show,1961.0,Tex Ritter (#1.101),High Noon,dimitri tiomkin ned washington tex ritter
5288,5288,413381,102553,Don't Lock 'em Away (Song for Molly),Kevin Costner / The Modern West,0,Greys Anatomy,2005.0,Bring the Pain (#2.5),Dont Forget Me,way out west
5300,5300,857397,102553,Don't Forget Me,Way Out West,0,Greys Anatomy,2005.0,Bring the Pain (#2.5),Dont Forget Me,way out west
5317,5317,940386,102553,I Don't Know How To Love Him - Sound-a-like Cover,West End Orchestra & Singers,0,Greys Anatomy,2005.0,Bring the Pain (#2.5),Dont Forget Me,way out west
5329,5329,630088,29145,Muda De Vida,Humanos,2004,Bem-Vindos a Beirais,2013.0,O Dia das ConfissÃŒÂµes (#2.11),Muda de Vida,antÃŒ_nio variaÃŒÂ¤ÃŒÂµes humanos
5365,5365,392445,129770,Don't Say Goodnight,Walter Beasley,0,Knight Rider,1982.0,Deadly Maneuvers (#1.3),Rikki Dont Lose That Number,walter becker donald fagen steely dan
5367,5367,949787,129770,I Don't Believe I'll Fall in Love Again (Album Version),DAN SEALS,0,Knight Rider,1982.0,Deadly Maneuvers (#1.3),Rikki Dont Lose That Number,walter becker donald fagen steely dan
5398,5398,143304,129770,Rikki Don't Lose That Number,Steely Dan,1974,Knight Rider,1982.0,Deadly Maneuvers (#1.3),Rikki Dont Lose That Number,walter becker donald fagen steely dan
5488,5488,75820,413411,Mass in B Minor BWV 232 : Resurrexit,Johann Sebastian Bach,0,Diana,2013.0,,Prelude & Fugue No. 4 in C Sharp Minor  BWV 849,johann sebastian bach vesselina tchakarova
5490,5490,660422,413411,Brandenburgisches Konzert Nr.4 BWV  1049 - Andante,Johann Sebastian Bach,0,Diana,2013.0,,Prelude & Fugue No. 4 in C Sharp Minor  BWV 849,johann sebastian bach vesselina tchakarova
5491,5491,683895,413411,Brandenburgisches Konzert Nr.1 BWV  1046 - Allegro,Johann Sebastian Bach,0,Diana,2013.0,,Prelude & Fugue No. 4 in C Sharp Minor  BWV 849,johann sebastian bach vesselina tchakarova
5492,5492,753265,413411,Trio C-Moll fÌ_r Flauto Traverso Violine_ Violoncello und Cembalo aus dem 'Musikalischen Opfer' BWV 1,Johann Sebastian Bach,0,Diana,2013.0,,Prelude & Fugue No. 4 in C Sharp Minor  BWV 849,johann sebastian bach vesselina tchakarova
5494,5494,815775,413411,Cantata No. 80 A Mighty Fortress Is Our God BWV 80: Chorale_ Cantata No. 80 The Word of God will firm abide against our foes assailing,Johann Sebastian Bach,0,Diana,2013.0,,Prelude & Fugue No. 4 in C Sharp Minor  BWV 849,johann sebastian bach vesselina tchakarova
5552,5552,136815,518351,That's How It Feels (Remastered Single Version),The Soul Clan feat. Arthur conley_ Ben e. King_ Solomon Burke_ Don Covay & Joe Tex,0,Life During Wartime,2009.0,,Thats Love,michael oneill joe lervold friends
5616,5616,623055,518351,That's Why (LP Version),Ivory Joe Hunter,0,Life During Wartime,2009.0,,Thats Love,michael oneill joe lervold friends
5738,5738,487818,582745,Concerto N.4 In F Minor Largo Op.8 : Winter,Antonio Vivaldi,0,Pride & Prejudice & Zombies,2013.0,,Oboe Concerto,antonio vivaldi
5761,5761,343465,338836,Better Git Hit In Your Soul (Live Version),Charles Mingus,1986,Absolute Beginners,1986.0,,Better Git It in Your Soul (The Hot and the Cool),charles mingus
5781,5781,32648,338836,For Better or Worse,Sir Charles Jones,0,Absolute Beginners,1986.0,,Better Git It in Your Soul (The Hot and the Cool),charles mingus
5827,5827,25418,715244,Edgar The Party Man,John Gorka,1996,Voyage,1993.0,,Rocket Man,elton john bernie taupin
5831,5831,825460,715244,Hard Times For An Honest Man,John Mellencamp,1987,Voyage,1993.0,,Rocket Man,elton john bernie taupin
5853,5853,379037,715244,Rocket Man (I Think It's Going To Be A Long_ Long Time),Elton John,1976,Voyage,1993.0,,Rocket Man,elton john bernie taupin
5869,5869,317251,715244,Grown Man Pt. 2,Young Gunz / Kanye West / John Legend,2005,Voyage,1993.0,,Rocket Man,elton john bernie taupin
5946,5946,530671,715244,St. Elmos Fire ( Man In Motion ) ( LP Version ),John Parr,0,Voyage,1993.0,,Rocket Man,elton john bernie taupin
5952,5952,15121,715244,A Woman A Man Walked By / The Crow Knows Where All The Little Children Go,PJ Harvey / John Parish,2009,Voyage,1993.0,,Rocket Man,elton john bernie taupin
5963,5963,854060,715244,(Mama) You Got To Love Your Negro Man,John C. Reilly,2007,Voyage,1993.0,,Rocket Man,elton john bernie taupin
5966,5966,816918,715244,Medicine Man,John Mayall & The Bluesbreakers,2010,Voyage,1993.0,,Rocket Man,elton john bernie taupin
6016,6016,190544,164282,Broken Order,Wolf Eyes,2009,NCIS: Naval Criminal Investigative Service,2003.0,Incognito (#13.3),Broken Angel,richard wolf elijah wolf
6137,6137,533897,216587,Just Dance,Lady GaGa / Kardinal Offishall,2008,So You Think You Can Dance,2005.0,Results Show: Two Dancers Eliminated (#4.21),Just Dance,lady gaga
6140,6140,107661,216587,Just For Me,Roomsa featuring Lady Sarah,2006,So You Think You Can Dance,2005.0,Results Show: Two Dancers Eliminated (#4.21),Just Dance,lady gaga
6257,6257,776394,650276,Nights In White Satin,The Moody Blues,1967,The Boat That Rocked,2009.0,,Nights in White Satin,justin hayward the moody blues
6454,6454,78706,699073,Tears Never Dry (Original Mix),Stephen Simmonds,0,Tommy,2014.0,,Tears Never Die,stephen simmonds
6578,6578,945922,670178,A Walk On The Wild Side Of Life,David Ball,1994,The Life Aquatic with Steve Zissou,2004.0,,Life on Mars,david bowie
6625,6625,809980,670178,Life On Mars? (Live At The Manhattan Center_ New York),David Bowie,2009,The Life Aquatic with Steve Zissou,2004.0,,Life on Mars,david bowie
6646,6646,267598,670178,I Can't Get Over You To Save My Life,David Frizzell,0,The Life Aquatic with Steve Zissou,2004.0,,Life on Mars,david bowie
6845,6845,699082,716916,I Can't Stand Being Alone,Maurice John Vaughn,0,Walking and Talking,1996.0,,Alone  For the Moment,the sea cake sam prekop archer prewitt eric claridge john mcentire arrangement with ocean park music group
7057,7057,189440,483543,The White Cliffs of Dover / Dido's Lament,Maria Friedman,0,In Darkness,2011.0,,Didos Lament,henry purcell urska arlic gololicic maria komasa-lazarkiewicz
7115,7115,361191,520257,All Drains Lead To The Ocean,Thomas Newman,2003,Little Nellie Kelly,1940.0,,Columbia  the Gem of the Ocean,thomas a. beckett
7439,7439,412377,177665,Slow,Vincent Oliver,0,Parenthood,2010.0,Do Not Sleep with Your Autistic Nephews Therapist (#2.17),Hear the Noise That Moves So Soft and Slow,james vincent mcmorrow
7564,7564,713865,514980,Shut Up and Leave Me Alone,The Michael Stanley Band,0,Lego: The Adventures of Clutch Powers,2010.0,,I Work Alone,michael lloyd greg oconnor
7647,7647,701961,403266,I'm Going To Live The Life I Sing About In My Song (LP Version),Marion Williams,0,Daddys Dyin... Whos Got the Will?,1990.0,,Dark Side Of Life,lucinda williams beverly dangelo
7684,7684,158356,444985,I'm Torn Down,Jeff Healey,2008,Freddy vs Ghostbusters,2004.0,,I Wont Back Down,tom petty jeff lynne
7746,7746,253112,444985,You Can Never Hold Back Spring,Tom Waits,2005,Freddy vs Ghostbusters,2004.0,,I Wont Back Down,tom petty jeff lynne
7837,7837,257993,92719,Be Quick Or Be Dead,Iron Maiden,1992,Friday Night Lights,2006.0,The March (#5.11),Dead Mans Will,sam beam calexico iron wine
7976,7976,853810,319647,Life Goes On (Megaloids Mix [The New Speed Garage]),Richard Grey vs Erick Morillo & Jose Nunez featuring Shawnee Taylor,0,Wimbledon,1937.0,2014: Day 2  Part 2 (#72.4),Spice Up Your Life,spice girls richard stannard matt rowe
8018,8018,657436,595090,Stars and Stripes on Iwo Jima,Sons Of The Pioneers,1999,Rio Grande,1950.0,,Yellow Stripes,the sons of the pioneers
8065,8065,411178,635253,Too Hot To Stop (Pt. 1),The Bar-Kays,0,Superbad,2007.0,,Too Hot to Stop,fred freemand harry l. nehls the bar-kays
8160,8160,29828,346530,Peppermint Twist,Joey Dee and the Starliters,1973,American Graffiti,1973.0,,Peppermint Twist,joey dee henry glover
8180,8180,45719,145406,Bridal Chorus,Richard Wagner / Otto Sieben,1991,M*A*S*H,1972.0,Goodbye  Farewell  and Amen (#11.16),Bridal Chorus,richard wagner
8411,8411,879668,306518,Ese Soy Yo,Yaga_ Mackie_ Maicol_ Manuel,2002,Tu cara me suena,2011.0,(#1.10),Como yo te amo,manuel alejandro ana magdalena toÃŒÂ±i salazar francisco
8437,8437,854503,306518,Como Quien Pierde Una Estrella,Alejandro Fernandez,1995,Tu cara me suena,2011.0,(#1.10),Como yo te amo,manuel alejandro ana magdalena toÃŒÂ±i salazar francisco
8907,8907,847947,355285,Tuxedo Junction,Gene Krupa & His Orchestra,1993,Australia,2008.0,,Tuxedo Junction,buddy feyne william johnson julian dash erskine hawkins glenn miller his orchestra arrangement with sony bmg music entertainment
9027,9027,564531,440168,Peer Gyant Suite No. 2_ Op. 55 Solveij's Lied,Edvard Grieg,0,First Comes Courage,1943.0,,Peer Gynt Suite No. 1  Op. 46  4th Movement (In the Hall of the Mountain King),edvard grieg
9236,9236,367631,376069,Atomic Dog (Dogs Of The World Unite Remix) (Explicit) (Feat. Coolio),George Clinton Featuring Coolio,1996,Breakin All the Rules,2004.0,,Atomic Dog,george clinton   (as george clinton jr.) garry m. shider david l. spradley george clinton
9494,9494,451331,343759,Stargate SG-1 End Title,Neil Norman And His Cosmic Orchestra,0,All My Friends Are Leaving Brisbane,2007.0,,Beginning of the End,gentle ben his sensetive side
9584,9584,754254,225343,Star Trek: First Contact- End Title,Jerry Goldsmith,0,Stargate SG-1,1997.0,Origin (#9.3),End Title,joel goldsmith
9587,9587,541671,225343,Main Title,Jerry Goldsmith,1966,Stargate SG-1,1997.0,Origin (#9.3),End Title,joel goldsmith
9754,9754,945769,299939,This Is the One Thing We Did Not Want to Have Happen,The Brian Jonestown Massacre,2010,Top of the Pops,1964.0,(1978-09-07),Where Did Our Love Go?,brian holland lamont dozier eddie holland the manhattan transfer
9771,9771,278273,299939,Where Did Our Love Go,Lamont Dozier,0,Top of the Pops,1964.0,(1978-09-07),Where Did Our Love Go?,brian holland lamont dozier eddie holland the manhattan transfer
9772,9772,98187,299939,One Of The Ones Who Did,Brian McKnight / Kirk Franklin,2003,Top of the Pops,1964.0,(1978-09-07),Where Did Our Love Go?,brian holland lamont dozier eddie holland the manhattan transfer
9809,9809,84820,38970,Gunpowder & Lead,Miranda Lambert,2009,CMT Top 20 Countdown,2001.0,(2007-11-29),Gunpowder and Lead,miranda lambert jack ingram
10023,10023,361976,210356,Heart Of Stone,The Rolling Stones,1964,Shindig!,1964.0,(#1.26),Heart of Stone,mick jagger keith richards the rolling stones
10042,10042,61456,81612,Last Day On Earth,Pink Turns Blue,2007,Ellen: The Ellen DeGeneres Show,2003.0,Judge Judy Sheindlin/Jacob Tremblay/Sia (#13.93),Todays the Day,pink
10148,10148,917310,240895,We Built This City,Starship,1985,The Code,2014.0,(#1.2),We Built This City,bernie taupin martin page dennis lambert pÃŒÂ©ter wolf jefferson starship
10236,10236,61456,81648,Last Day On Earth,Pink Turns Blue,2007,Ellen: The Ellen DeGeneres Show,2003.0,Leonardo DiCaprio/Eva Longoria/Stephen tWitch Boss (#13.77),Todays the Day,pink
10259,10259,455437,395100,Moon River (LP Version),Johnny Crawford,0,Cold Chisel Ringside,2004.0,,Big River,johnny cash cold chisel
10281,10281,494368,395100,So Long To the Red River Valley,Johnny Bond and The Red River Boys,2005,Cold Chisel Ringside,2004.0,,Big River,johnny cash cold chisel
10284,10284,85167,395100,Big River (Featuring Johnny Cash and Waylon Jennings) (Album Version),Trick Pony (Featuring Johnny Cash and Waylon Jennings),2001,Cold Chisel Ringside,2004.0,,Big River,johnny cash cold chisel
10451,10451,882827,703287,When Morning Comes,VIP Mass Choir featuring John P. Kee,0,Trollywood,2004.0,,Sunday Morning,the velvet underground john cale lou reed
10512,10512,179897,703287,Christmas Morning Story,John Berry,0,Trollywood,2004.0,,Sunday Morning,the velvet underground john cale lou reed
10651,10651,158388,305144,Dos EspaÌ±oles_ Tres Opiniones,Vainica Doble,1973,Tres eran tres,1972.0,,Tres eran tres las hijas de Elena,vainica doble
10660,10660,359921,325454,How Could An Angel Break My Heart,Kenny G with Toni Braxton,1997,ÃŒÂdolos,2003.0,Gala 1 - Meu ÃŒÂdolo (#1.9),How Could An Angel Break My Heart,toni braxton kenneth babyface edmonds dÃŒÂ©bora gonÃŒÂ¤alves
10681,10681,895616,177869,Party and Bullshit (feat. Big Ben & Shadow),Tech N9NE Collabos featuring Big Ben_ Shadow,0,Parenthood,2010.0,Keep on Rowing (#4.12),Do With You (feat. Ben Folds),ryan lerman ben folds
10684,10684,652346,177869,Salve Simpatia   /   A Banda Do ZÌ© Pretinho,Jorge Ben Jor,0,Parenthood,2010.0,Keep on Rowing (#4.12),Do With You (feat. Ben Folds),ryan lerman ben folds
10690,10690,617574,177869,The Beat Goes On (Dance Mix Feat. G. Faulkner),Ryan Paris,2006,Parenthood,2010.0,Keep on Rowing (#4.12),Do With You (feat. Ben Folds),ryan lerman ben folds
10706,10706,425869,30622,The Slightest Touch,Five Star,1986,Big Brothers Bit on the Side,2011.0,(2012-09-01)} {{SUSPENDED},The Slightest Touch,five star
10887,10887,66313,365565,MacArthur Park,Jimmy Webb,1996,Bette Midler in Concert: Diva Las Vegas,1997.0,,MacArthur Park,jimmy webb bette midler
10937,10937,898938,510455,Let It Roll,The Nextmen / Alice Russell,2007,Laggies,2014.0,,Let Go (Breakdown),alice russell alice russell    alex cowan
11059,11059,65892,511954,Seeds Of Night,The Cave Singers,2007,Last Night,2010.0,,Seeds of Night,derek fudesco marty lund peter quirk the cave singers
11102,11102,473427,511954,Music Of The Night - Sound-a-like Cover,West End Orchestra & Singers,0,Last Night,2010.0,,Seeds of Night,derek fudesco marty lund peter quirk the cave singers
11176,11176,70041,671330,Dance The Night Away,Jimmy Martin,0,The Longest Yard,2005.0,,Fly Away,kenneth karlin andrea martin   as adrea monica martin ivan a. matias carsten shack nelly tracie spencer
11253,11253,940850,651185,Don't You (Forget About Me) (Live),Simple Minds,1988,The Breakfast Club,1985.0,,Dont You (Forget About Me),simple minds
11717,11717,859316,574530,Today Is The Day  (LP Version),David Meece,0,Perdona si te llamo amor,2014.0,,One Day,david schreurs vincent degiorgio caro emerald
11758,11758,55418,574530,A Cold And Grey Summer Day,Vincent Gallo,2002,Perdona si te llamo amor,2014.0,,One Day,david schreurs vincent degiorgio caro emerald
11773,11773,708631,574530,One Thing After Another,David Devant and His Spirit Wife,1999,Perdona si te llamo amor,2014.0,,One Day,david schreurs vincent degiorgio caro emerald
11810,11810,523943,574530,One Fine Day,David Byrne & Brian Eno,2008,Perdona si te llamo amor,2014.0,,One Day,david schreurs vincent degiorgio caro emerald
11850,11850,250361,331391,I Know I'll Meet My Mother After All,Walter Smith & Friends,0,A Bear for Punishment,1951.0,,That Wonderful Mother of Mine,walter goodwin
11936,11936,237028,503761,Bizet: Carmen: Je vais danser en votre honneur,Georges Bizet,0,Kotia pÃŒ_in,1989.0,,Votre toast  je peux vous le rendre,georges bizet tiit kuusik
12052,12052,349262,301941,Song For The Yellow Jacket Avenger,Wooden Stars,1995,Top of the Pops,1964.0,(1982-12-30),The Clapping Song,lincoln chase the belle stars
12160,12160,157054,129638,Main Title,The Boston Pops Orchestra / John Williams,0,Klemmeni zoi,2007.0,(#1.4),Usual Suspects Main Theme,john ottman
12166,12166,712305,129638,New York_ New York (Main Theme),The Boston Pops Orchestra / John Williams,0,Klemmeni zoi,2007.0,(#1.4),Usual Suspects Main Theme,john ottman
