,_id,similarity,ltable_id,rtable_id,ltable_title,ltable_artist_name,rtable_song,rtable_artists
24,24,0.666666666667,507651,110454,Danny Boy,Mocedades,Danny Boy,
25,25,0.666666666667,226651,666661,Yankee Doodle,Wildlife,Yankee Doodle,
26,26,0.666666666667,137078,572331,Que Levante La Mano,Felinos,Que levante la mano,amÌ©rico
27,27,0.666666666667,872179,242626,Silent Night,Aly,Silent Night,
28,28,0.666666666667,226651,446871,Yankee Doodle,Wildlife,Yankee Doodle,
29,29,0.666666666667,794909,242626,Silent Night,Babyface,Silent Night,
30,30,0.666666666667,938588,34425,The Old Gray Mare,The Skillet-Lickers,The Old Gray Mare,
31,31,0.666666666667,453523,440089,Road Trip,Unsane,Road Trip,
32,32,0.666666666667,583742,366526,Man Of Constant Sorrow,Eric Weissberg,Man of Constant Sorrow,
33,33,0.666666666667,212841,497675,Broken Wings,Xavier,Broken Wings,
34,34,0.666666666667,825023,541622,So What,Soulphiction,So What,
35,35,0.666666666667,888387,574384,La Lluna,Joan Manuel Serrat,La tieta,joan manuel serrat
36,36,0.666666666667,27694,646485,Outro,Godspeed You! Black Emperor,Moya,godspeed you! black emperor
37,37,0.666666666667,226651,478760,Yankee Doodle,Wildlife,Yankee Doodle,
38,38,0.647058823529,733081,247352,Rock 'N Roll (I Gave You The Best Years Of My Life),Mac Davis,Rock and Roll (I Gave You the Best Years of My Life),kevin johnson
39,39,0.636363636364,905587,497779,I Left My Heart In San Francisco,The Charlie Byrd Trio,I Left My Heart In San Francisco,
40,40,0.636363636364,373698,396568,You Came Along (From Out Of Nowhere),Tony Martin,You Came Along (From Out of Nowhere),johnny green
41,41,0.636363636364,412273,365914,Did You Ever See A Dream Walking?,Bing Crosby,Did You Ever See a Dream Walking?,harry revel
42,42,0.636363636364,795430,440749,By The Light Of The Silvery Moon,Little Richard,By the Light of the Silvery Moon,gus edwards
43,43,0.636363636364,804490,454219,Here We Go Round The Mulberry Bush,Traffic,Here We Go Round the Mulberry Bush,the kidsongs kids
44,44,0.636363636364,198406,582469,You And The Night And The Music,Baby Washington,You and the Night and the Music,arthur schwartz
45,45,0.625,161517,51337,When The Saints Go Marching In,Weavers,When the Saints Come Marching In,
46,46,0.625,569580,154849,Groove is in the Heart,Rick Braun,Groove Is In The Heart,dee-lite
47,47,0.625,458731,623522,A Pessimist Is Never Disappointed,TheAudience,A Pessimist Is Never Disappointed,sophie ellis-bextor
48,48,0.625,654309,58954,You & Me & The Bottle Makes 3 Tonight (Baby),Big Bad Voodoo Daddy,You & Me & the Bottle Makes 3 Tonight (Baby),scott morris
49,49,0.615384615385,441570,687540,Bury Me Not On The Lone Prairie,The Carter Family,The Dying Cowboy aka Bury Me Not on the Lone Prairie,
50,50,0.6,95829,453350,Cuts Both Ways,Gloria Estefan,Cuts Both Ways,
51,51,0.6,481466,541581,We Wish You A Merry Christmas,Willie Nelson,We Wish You A Merry Christmas,pierre coffin
52,52,0.6,887493,541581,We Wish You A Merry Christmas,Crazy Frog,We Wish You A Merry Christmas,pierre coffin
53,53,0.6,887493,11230,We Wish You A Merry Christmas,Crazy Frog,We Wish You a Merry Christmas,christmas lullabies
54,54,0.6,364952,558614,Acetone,The Crystal Method,Roboslut,the crystal method
55,55,0.6,887493,86006,We Wish You A Merry Christmas,Crazy Frog,We Wish you a Merry Christmas,perry como
56,56,0.6,508366,325321,You Can Leave Your Hat On,Ty Herndon,You Can Leave Your Hat On,randy newman
57,57,0.6,399245,104480,Just A Dream,YoungBloodZ,Just A Dream,nena
58,58,0.6,481466,86006,We Wish You A Merry Christmas,Willie Nelson,We Wish you a Merry Christmas,perry como
59,59,0.6,56813,537397,Streets of Laredo,The Grassmasters,Streets Of Laredo,
60,60,0.6,878665,492630,House of the Rising Sun,The Leslie West Band,House Of The Rising Sun,the brymers
61,61,0.6,481466,51457,We Wish You A Merry Christmas,Willie Nelson,We Wish You a Merry Christmas,pete gardner
62,62,0.6,821647,129521,Deck The Halls,Peter Cetera,Deck the Halls,
63,63,0.6,729938,148765,Red River Valley,Waddie Mitchell,Red River Valley,
64,64,0.6,331534,714700,Thinning the Herd,Bigwig,Thinning the Herd,darsombra
65,65,0.6,768813,396106,Frosty The Snowman,Warren Hill,Frosty the Snowman,
66,66,0.6,648193,734436,Volxjammer,Hubert von Goisern,Juchitzer,hubert von goisern
67,67,0.6,906386,348499,Top Hat White Tie And Tails,Fred Astaire,Top Hat  White Tie and Tails,irving berlin
68,68,0.6,924627,38891,Between Raising Hell and Amazing Grace,Big & Rich,Between Raising Hell and Amazing Grace,big+rich
69,69,0.6,821647,672614,Deck The Halls,Peter Cetera,Deck the Halls,
70,70,0.6,821647,679289,Deck The Halls,Peter Cetera,Deck the Halls,
71,71,0.6,395374,515278,Set U Free,Wise Intelligent,Set U Free,
72,72,0.6,51177,394723,Feel The Heat,Vomito Negro,Feel the Heat,
73,73,0.6,85923,536909,Emergency,The Answering Machine,Lightbulbs,the answering machine
74,74,0.6,593555,68066,Ghost Town,The Prodigy,Ghost Town,the specials
75,75,0.6,688654,566069,State of Grace,20/20,State Of Grace,seal
76,76,0.6,383226,517866,Melodia De Arrabal,Margie Bermejo,Melodia de Arrabal,
77,77,0.6,887493,51457,We Wish You A Merry Christmas,Crazy Frog,We Wish You a Merry Christmas,pete gardner
78,78,0.6,870981,597711,Chipmunk Song,The Clark Sisters,The Chipmunk Song,
79,79,0.6,481466,11230,We Wish You A Merry Christmas,Willie Nelson,We Wish You a Merry Christmas,christmas lullabies
80,80,0.6,272570,631115,Just A Closer Walk With Thee,Veterinary Street Jazz Band,Just A Closer Walk With Thee,
81,81,0.6,910796,259602,Hit me with your Best Shot,Calaita,Hit Me with Your Best Shot,eddie schwartz+pat benatar
82,82,0.6,799944,453339,Anything For You,Night Ranger,Anything For You,
83,83,0.590909090909,206880,613621,I Want A Girl (Just Like The Girl That Married Dear Old Dad),Jesse Fuller,I Want a Girl (Just Like the Girl That Married Dear Old Dad),harry von tilzer+eddie cantor+george murphy+constance moore+joan davis
84,84,0.583333333333,691716,288080,I Want To Know What Love Is,Tina Arena,I Want to Know What Love Is,angel tupai+mick jones
85,85,0.583333333333,677272,497779,I Left My Heart In San Francisco (Digitally Remastered 99),Wayne Newton,I Left My Heart In San Francisco,
86,86,0.583333333333,795430,664350,By The Light Of The Silvery Moon,Little Richard,By the Light of the Silvery Moon,gus edwards+edward madden
87,87,0.583333333333,672389,538599,Cuando Ya Me Empiece A Quedar Solo,Sui Generis,Cuando ya me empiece a quedar solo,charly garcÌ_a+mercedes sosa
88,88,0.583333333333,669027,115616,A Pretty Girl Is Like A Melody,Stanley Black,A Pretty Girl Is Like a Melody,irving berlin+lucille ball
89,89,0.583333333333,47825,33325,A Good Man Is Hard To Find,Les Brown,A Good Man is Hard to Find,eddie green+ehud rasherie
90,90,0.571428571429,861661,255981,Watermelon Time In Georgia,Grinderswitch,Watermelon Time in Georgia,harlan howard
91,91,0.571428571429,853650,314800,(You Make Me Feel Like) A Natural Woman,Lisa Bund,(You Make Me Feel Like) A Natural Woman,gerry goffin+carole king+jerry wexler
92,92,0.571428571429,634424,560196,Coz I Luv You,Slade,Coz I Luv You,jim lea+slade
93,93,0.571428571429,514911,329796,Dont Look Back,The Chaser,Dont Look Back,the union exchange
94,94,0.571428571429,52322,467003,La Vie En Rose,Victoria Abril,La Vie en Rose,louiguy
95,95,0.571428571429,471117,309465,Hunting high and low,STRATOVARIUS,Hunting High And Low,pÌ´l waaktaar+a-ha
96,96,0.571428571429,490329,68577,God Rest Ye Merry Gentlemen,Yellowjackets,God Rest You Merry  Gentlemen,
97,97,0.571428571429,15934,124659,Love Is All,Spandau Ballet,This Is the Love,spandau ballet
98,98,0.571428571429,263400,683130,For Those About to Rock (We Salute You),Rockabye Baby!,For Those About To Rock (We Salute You),brian johnson+angus young+malcolm young
99,99,0.571428571429,471117,130813,Hunting high and low,STRATOVARIUS,Hunting High and Low,lappajÌ_rvi choir
100,100,0.571428571429,280411,150162,Just A Little Bit,Carroll Thompson,Just A Little Bit More,
101,101,0.571428571429,28690,192146,The Cap'm,They Might Be Giants,Istanbul,they might be giants
102,102,0.571428571429,205883,150162,Just A Little Bit,Christina Milian,Just A Little Bit More,
103,103,0.571428571429,956899,295278,Pop Goes the Weasel (Murray),The Wiggles,Pop Goes the Weasel,
104,104,0.571428571429,146405,197767,Pump Up The Jam,Technotronic,Pump Up The Jam,lecy goranson
105,105,0.555555555556,772635,104429,Mi Historia Entre Tus Dedos,Andy Andy,Mi Historia Entre Tus Dedos,gianluca grignani
106,106,0.555555555556,910230,332358,In an Old Dutch Garden,Glenn Miller,In an Old Dutch Garden,will grosz
107,107,0.555555555556,920282,26067,Amor com amor se paga,Trio Odemira,Amor com Amor se Paga,andrÌ© sardet
108,108,0.555555555556,321327,431054,Shook Me All Night Long,Reckless Kelly,You Shook Me All Night Long,ac/dc
109,109,0.555555555556,545908,253051,Love Is A Many-Splendored Thing,The Vogues,Love Is a Many-Splendored Thing,sammy fain
110,110,0.555555555556,908725,698859,The One That Got Away,Steve Goodman,The One That Got Away,tom waits
111,111,0.555555555556,272561,542218,You Light Up My Life,Westlife,You Light Up My Life,joseph brooks+deirdre quinn
112,112,0.555555555556,920282,27307,Amor com amor se paga,Trio Odemira,Amor com Amor se Paga,andrÌ© sardet
113,113,0.555555555556,929380,544013,Give Up The Funk (Tear The Roof Off The Sucker),Parliament,Give Up The Funk (Tear The Roof Off The Sucker),george clinton   (as george clinton+jr.)+bootsy collins+jerome brailey+parliament
114,114,0.555555555556,456047,234312,Blame It On The Boogie,The Jacksons,Blame It on the Boogie,jackson 5
115,115,0.555555555556,920282,28497,Amor com amor se paga,Trio Odemira,Amor com Amor se Paga,andrÌ© sardet
116,116,0.555555555556,170549,580507,Song Of The Volga Boatmen,Glenn Miller Orchestra,The Song of the Volga Boatmen,
117,117,0.555555555556,920282,28707,Amor com amor se paga,Trio Odemira,Amor com Amor se Paga,andrÌ© sardet
118,118,0.555555555556,883337,286271,Stop Crying Your Heart Out,Leona Lewis,Stop Crying Your Heart Out,rachel adedeji
119,119,0.555555555556,269768,586767,Crazy Little Thing Called Love,Torsten Goods,Crazy Little Thing Called Love,freddie mercury+queen
120,120,0.555555555556,746499,592657,Devil With The Blue Dress,Shorty Long,Devil With The Blue Dress,nicholas ohar
121,121,0.555555555556,272561,118162,You Light Up My Life,Westlife,You Light Up My Life,joseph brooks+posoletso sejosingoe
122,122,0.545454545455,240896,416487,Who's Afraid Of The Big Bad Wolf,LL Cool J,Whos Afraid of the Big Bad Wolf,
123,123,0.545454545455,697055,586529,Los Libros De La Buena Memoria,Invisible,Los libros de la buena memoria,luis alberto spinetta+fito pÌÁez
124,124,0.545454545455,805703,631115,Just A Closer Walk With Thee (2004 Digital Remaster),Grant Green,Just A Closer Walk With Thee,
125,125,0.545454545455,56900,94980,Say Say Say (Waiting 4 U) (Patric & Timo Remix),Hi-Tack,Say Say Say (Waiting 4 U),
126,126,0.545454545455,411126,159133,Vale Ki Allo Piato Sto Trapezi,Viki Mosholiou,Vale ki allo piato sto trapezi,vicky mosholiou+stavros xarhakos
127,127,0.545454545455,161517,147865,When The Saints Go Marching In,Weavers,When The Saints Go Marching In,bill hollingworths dixie-small fry
128,128,0.545454545455,887493,395460,We Wish You A Merry Christmas,Crazy Frog,We Wish You a Merry Christmas,donny osmond+molly ephraim
129,129,0.545454545455,302291,485310,Que Reste-T-Il De Nos Amours ?,Aimable,Que reste-t-il de nos amours ?,lÌ©o chauliac+charles trenet+patricia kaas
130,130,0.545454545455,481466,395460,We Wish You A Merry Christmas,Willie Nelson,We Wish You a Merry Christmas,donny osmond+molly ephraim
131,131,0.538461538462,640486,236277,Take Me Out To The Ball Game,Curtis Stigers,Take Me Out to the Ball Game,jack norworth+albert von tilzer
132,132,0.538461538462,802460,50234,Whats Love Got To Do With It?,Bucks Fizz,Whats Love Got To Do With It?,terry britten+graham lyle+tina turner
133,133,0.538461538462,607326,226254,The Shoop Shoop Song (It's In His Kiss),Lulu,The Shoop Shoop Song (Its In His Kiss),rudy clark+carol vorderman
134,134,0.538461538462,407841,592107,Na Na Hey Hey Kiss Him Goodbye,Ohio Express,Na Na Hey Hey Kiss Him Goodbye,gary decarlo+dale frashuer+paul leka+steam
135,135,0.538461538462,640486,266453,Take Me Out To The Ball Game,Curtis Stigers,Take Me Out to the Ball Game,albert von tilzer+kaye stevens
136,136,0.533333333333,144770,195619,What Are Doing With the Rest of Your Life?,Rick Braun,What Are You Doing the Rest of Your Life?,michel legrand+harold gould
137,137,0.533333333333,641450,667917,(Your Love Keeps Lifting Me) Higher And Higher,Michael McDonald, (Your Love Keeps Lifting Me) Higher And Higher,carl smith+gary jackson+raynard miner+jackie wilson
138,138,0.533333333333,853650,575777,(You Make Me Feel Like) A Natural Woman,Lisa Bund, (You Make Me Feel Like) A Natural Woman,jerry wexler+gerry goffin+carole king+aretha franklin
139,139,0.526315789474,893905,377797,You Made Me Love You (I Didn't Want To Do It),Screaming Jay Hawkins,You Made Me Love You (I Didnt Want to Do It),james v. monaco+judy garland
140,140,0.526315789474,893905,645139,You Made Me Love You (I Didn't Want To Do It),Screaming Jay Hawkins,You Made Me Love You (I Didnt Want to Do It),james v. monaco+tracie bennett
141,141,0.5,189141,696356,Pack Up Your Troubles In Your Old Kit Bag,Llandudno Show Players,Pack Up Your Troubles in Your Old Kit Bag and Smile  Smile  Smile!,felix powell
142,142,0.5,519779,25484,Aids,Leo Jaime,Adoro,leo jaime
143,143,0.5,774123,1443,Turning Japanese,The Vapors,Turning Japanese,the vapors+david fenton
144,144,0.5,424980,303206,Stay With Me (Baby),Lorraine Ellison,Stay With Me (Baby),rebecca wheatley
145,145,0.5,572185,496206,Know Which Way The Wind Blows,The Postmarks,Which Way The Wind Blows,louise cordet
146,146,0.5,215043,635886,The Maple Leaf Forever,Michael BublÌ©,The Maple Leaf Forever,alexander muir
147,147,0.5,219189,598317,Auld Lang Syne,Billy Vaughn Orchestra,Auld Lang Syne,
148,148,0.5,600927,41662,Fly Me To The Moon,Willie Nelson,Fly Me to the Moon,bart howard+matt dusk
149,149,0.5,773091,79247,Heartbeat,Leona Lewis,Happy,leona lewis
150,150,0.5,464054,337137,Somos,Willy Chirino,Cornelio,willy chirino
151,151,0.5,219189,592132,Auld Lang Syne,Billy Vaughn Orchestra,Auld Lang Syne,
152,152,0.5,415986,58611,Playing The Odds,James Horner,The Date,james horner
153,153,0.5,600927,285509,Fly Me To The Moon,Willie Nelson,Fly Me to the Moon,bart howard+frank sinatra
154,154,0.5,596061,710712,Zombies Ate My Neighbors (Album Version),Single File,Zombies Ate My Neighbors,
155,155,0.5,223346,50697,Living for the City,O'Donel Levy,Living for the City,stevie wonder
156,156,0.5,86427,590727,Happiness Is A Warm Gun,U2,Happiness Is A Warm Gun,john lennon+paul mccartney+the dukes
157,157,0.5,553784,651798,The Future Sound Of Music,Ulver,The Sound of Your Music,ex-boyfriends
158,158,0.5,588722,523885,The Medic Theme,Les Baxter,Lassie Theme,les baxter
159,159,0.5,219189,697454,Auld Lang Syne,Billy Vaughn Orchestra,Auld Lang Syne,
160,160,0.5,422554,470757,Is It True What They Say About Dixie?,Steve Goodman,Is It True What They Say About Dixie?,irving caesar+samuel lerner+gerald marks+iris adrian+robin raymond
161,161,0.5,768177,149378,Happy Birthday,Mary Hopkin,Happy Birthday,
162,162,0.5,785553,207081,Brother Sun And Sister   Moon,John Michael Talbot,Brother Sun  Sister Moon,
163,163,0.5,936012,151860,Que DifÌ_cil Es Hacer El Amor En Un Simca 1000,La Banda Del Capitan Canalla,QuÌ© difÌ_cil es hacer el amor en un Simca 1000,los inhumanos
164,164,0.5,28690,153480,The Cap'm,They Might Be Giants,Hot Dog!,they might be giants
165,165,0.5,900313,247057,Tie A Yellow Ribbon Round The Ole Oak Tree,Tony Orlando & Dawn,Tie a Yellow Ribbon Round the Ole Oak Tree,irwin levine+l. russell brown+robin jolley
166,166,0.5,609024,401404,There Goes That Song Again,Russ Morgan,There Goes That Song Again,jule styne+dick haymes
167,167,0.5,730807,465339,Plum Theme,Ego Plum,Jolly Man Theme,ego plum
168,168,0.5,328127,285509,Fly Me To The Moon,Steve Tyrell,Fly Me to the Moon,bart howard+frank sinatra
169,169,0.5,328127,41662,Fly Me To The Moon,Steve Tyrell,Fly Me to the Moon,bart howard+matt dusk
170,170,0.5,28690,153523,The Cap'm,They Might Be Giants,Hot Dog!,they might be giants
171,171,0.5,597799,303260,Who Feels Love?,Oasis,Who Feels Love?,noel gallagher+oasis
172,172,0.5,524071,411016,Ich weiÌÙ nicht zu wem ich gehÌ¦re,Udo Lindenberg;Ellen ten Damme,Ich weiÌÙ nicht  zu wem ich gehÌ¦re,friedrich hollaender+sven schelker
173,173,0.5,621693,24916,1959,Sisters Of Mercy,Dr. Jeep,sisters of mercy
174,174,0.5,801843,685748,O Come O Come Emmanuel (Green) (S. Green),Steve Green,O Come  O Come Emmanuel,
175,175,0.5,142938,97975,Do you really want ot hurt me,Tolchock,Do You Really Want to Hurt Me,mark ronson+boy george
176,176,0.5,282386,642588,London Bridge Is Falling Down,The Last Days Of Jesus,London Bridge Is Falling Down,
177,177,0.5,597799,136597,Who Feels Love?,Oasis,Who Feels Love?,noel gallagher+oasis
178,178,0.5,458302,150162,A Little Bit More (Live),Wreckless Eric,Just A Little Bit More,
179,179,0.5,190295,277594,Hit The Road Jack,Peter White,Hit the Road Jack,percy mayfield
180,180,0.5,492338,73668,LÌ_gner,Wolfgang Ambros,Schaffnerlos,wolfgang ambros
181,181,0.5,325800,425515,Here I Am (Come And Take Me) (2009 Digital Remaster),UB40,Here I Am (Come And Take Me),al green+teenie hodges
182,182,0.5,541671,535305,Main Title,Jerry Goldsmith,Main Title,
183,183,0.5,200740,562650,Let there be Love,Mr Untel,Let There Be Love,noel gallagher+oasis
184,184,0.5,597799,562307,Who Feels Love?,Oasis,Who Feels Love?,noel gallagher+oasis
185,185,0.5,764342,68723,Alice's Theme,Danny Elfman,Desperate Housewives Theme,danny elfman
186,186,0.5,28690,153441,The Cap'm,They Might Be Giants,Hot Dog!,they might be giants
187,187,0.5,764342,204877,Alice's Theme,Danny Elfman,The Simpsons Theme,danny elfman
188,188,0.5,329590,175189,Cuando Me Vaya,Melocos,Cuando me vaya,melocos+natalia jimÌ©nez
189,189,0.5,203213,24916,More,Sisters Of Mercy,Dr. Jeep,sisters of mercy
190,190,0.5,339145,569420,P.S. I Love You,Woody Herman,P.S. I Love You,sharon cuneta
191,191,0.5,664960,422955,New Moon Rising,Wolfmother,New Moon Rising,andrew stockdale+wolfmother
192,192,0.5,115146,565342,Let The Games Begin (Edited),Mack 10,Let the Games Begin,immediate
193,193,0.5,915247,100906,O Christmas Tree,The Mantovani Orchestra,O Christmas Tree,the plush interiors
194,194,0.5,914354,181201,Dreams Of The Everyday Housewife,Glen Campbell,Dreams of the Everyday Housewife,chris gantry+mike minor
195,195,0.5,639770,524186,You Stepped Out Of A Dream,Johnny Mathis,You Stepped Out of a Dream,nacio herb brown+catherine lambert
196,196,0.5,571690,20273,Rollerblades,Eliza Doolittle,Nobody,eliza doolittle
197,197,0.5,795784,381407,Wake Up,Tim Armstrong,Wake Up,
198,198,0.5,282386,541190,London Bridge Is Falling Down,The Last Days Of Jesus,London Bridge Is Falling Down,
199,199,0.5,948526,251892,Santa Claus Is Coming To Town (Single),X,Santa Claus Is Coming to Town,j. fred coots+haven gillespie
