,_id,ltable_id,rtable_id,ltable_title,ltable_artist_name,ltable_year,rtable_title,rtable_year,rtable_episode,rtable_song,rtable_artists
16099,16099,649788,417458,Doctor Love,The Leslie West Band,0,Doctor Dolittle,1967.0,,My Friend The Doctor (Flight Of The Luna Moth Sequence),leslie bricusse 20th century fox studio orchestra chorus conducted by lionel newman
16372,16372,869909,466885,Visit To Heaven,John Doan,1987,Heaven,1987.0,,My Blue Heaven,dominic cortese john calabrese walter donaldson george whiting
16399,16399,450068,466885,Blue Guitar,Justin Hayward / John Lodge,1975,Heaven,1987.0,,My Blue Heaven,dominic cortese john calabrese walter donaldson george whiting
17566,17566,295893,489407,The Genius Is Back,Dr. Dre ft. Mix Master Spade,0,Jackass: The Movie,2002.0,,Baby Got Back,sir mix a lot
17696,17696,677849,388741,All Night Long (1992 Digital Remaster),The George Shearing Quintet with Nancy Wilson,0,Charlie Wilsons War,2007.0,,LADIES NIGHT,george funky brown robert kool bell kool the gang
17955,17955,831362,645429,Smack My Bitch Up (dj Hype Remix),Prodigy,1997,The 90s: Ten Years That Changed the World,2015.0,,Smack My Bitch Up,liam howlett ced-gee t.r. love moe love kool keith the prodigy
18025,18025,727550,79581,A Dream Is Longer Than The Night,Joseph Arthur & The Lonely Astronauts,2008,Eastbound & Down,2009.0,Chapter 28 (#4.7),Silent Night,franz gruber joseph mohr
22444,22444,569001,170692,Vi fÌ´r vingar nÌ_r vi Ì_lskar,Thomas  di Leva,2000,Okay tone,1997.0,(#2.7),Vi kaster med sten,simon bonde peder thomas pedersen
24488,24488,833824,661131,Trail Song Medley - Coloradio Trail_ Twilight On the Trail_ Navajo Trail_ Riding Down the Canyon_ Blue Shadows On the Tail,Michael Martin Murphey,0,The Game,1997.0,,Icy Blue,julius robinson michael sherwood vise grip the ambassadors
24725,24725,847855,381679,Crank That (Soulja Boy) [Travis Barker Remix],Soulja Boy Tell`em,0,CHIKARA: King of Trios 2009 - Night I,2009.0,,Crank That (Soulja Boy),deandre way cortez soulja boy
25349,25349,904393,721741,Maria's Ride To Dover (Film Version from 'The Sea Hawk'),Warner Bros. Studio Orchestra / Erich Wolfgang Korngold,0,When Nietzsche Wept,2007.0,,Ride of the Valkyries,richard wagner the slovak radio symphony orchestra arrangement with source/q
28523,28523,828845,519850,Cocinando,Ray Barretto,1972,Little Birds,2011.0,,Cocinando Suave,ray barretto
28555,28555,46964,519850,Cocinando Suave,Ray Barretto,1962,Little Birds,2011.0,,Cocinando Suave,ray barretto
30195,30195,311826,90786,I'm Gonna Move Way on the Outskirts of Town,Warner Williams and Jay Summerour,0,Formula 1: BBC Sport,2009.0,The Malaysian Grand Prix (#2.8),Gonna Make You Sweat (Everybody Dance Now),robert clivillÃŒÂ©s freedom williams c.c. music factory
30683,30683,75820,663254,Mass in B Minor BWV 232 : Resurrexit,Johann Sebastian Bach,0,The Great Race,1965.0,,Toccata and Fugue in D Minor,johann sebastian bach
32483,32483,104214,129755,Twenty Flight Rock,Eddie Cochran,1957,Knight Rider,1982.0,A Nice  Indecent Little Town (#1.17),Ive Got A Rock N Roll Heart,troy seals eddie setser steve diamond eric clapton
32587,32587,22203,513649,Dialogue et final si j'avais su,Maurice Chevalier / FranÌ¤oise Dorin / Marina Hottine / Suzanne Gabriello / Jo Charrier / Marcel Carpentier / Perrette Souplex / Andree Grandjean / Cadet Rivers / Raymond Girerd / Orchestre De Jacques-Henri Rys / Jacques Henri Rys,0,Le juge et lassassin,1976.0,,Le Juge Et La Communiante,philippe sarde  et orchestre
33012,33012,367631,1354,Atomic Dog (Dogs Of The World Unite Remix) (Explicit) (Feat. Coolio),George Clinton Featuring Coolio,1996,20 to 1,2005.0,Greatest Songs of All Time (#3.2),What A Wonderful World,louis armstrong george david weiss  / bob thiele
33079,33079,672058,1354,What Was Once...,David Torn,1995,20 to 1,2005.0,Greatest Songs of All Time (#3.2),What A Wonderful World,louis armstrong george david weiss  / bob thiele
34059,34059,573040,451284,I Believe My Time Ain't Long,Peter Green Splinter Group,2001,Ghost Dog: The Way of the Samurai,1999.0,,Armagideon Time,willie williams coxsone dodd arrangement with ocean park music group
37224,37224,461003,156780,Why Wont You,The Rogers Sisters,2006,MisteRogers Neighborhood,1968.0,1750: When Things Get Broken (#29.15),Wont You Be My Neighbor?,fred rogers
39655,39655,346509,722869,The Green Station Haunt,The Focus Group,2007,Whiskey Tango Foxtrot,2016.0,,Green Gloves,matt berninger bryce dessner the national arrangement with beggars group media limited
39937,39937,458983,565794,Parchman Farm Blues,Bukka White,1940,One Last Chance,2004.0,,Parchman Farm Blues,bukka white
40144,40144,630359,542958,Meet Me Half Way,Kenny Loggins,1987,Mob Job,1974.0,,Rocky Mountain Way,joe walsh joe vitale rocke grace kenny passarelli
40876,40876,927301,680273,(She Put The)Wamee(On Me),Screaming Jay Hawkins,0,The Quickie,2001.0,,I Put a Spell on You,screamin jay hawkins nolan f. porter ii mike nelson (tenor baritone sax) ken steiger (guitars
41294,41294,461003,156049,Why Wont You,The Rogers Sisters,2006,MisteRogers Neighborhood,1968.0,1469: Superheroes (#10.9),Wont You Be My Neighbor?,fred rogers
42348,42348,153293,249545,Carry Me Home,The Hentchmen with Jack White,1998,The Jack Benny Program,1950.0,The Tall Cowboy Sketch (#14.4),Home On The Range,daniel e. kelley jack benny
42777,42777,903796,140567,Idomeneo KV 366_ Act 2_ Scene II: Recitativo: Se mai pomposo apparse (Ilia/Idomeneo),Sir Charles Mackerras/Scottish Chamber Orchestra/Ian Bostridge/Lisa Milne,0,Live from the Metropolitan Opera,1977.0,The Metropolitan Opera Silver Anniversary Gala (#16.1),Otello: Act III,giuseppe verdi plÃŒÃcido domingo mirella freni justino dÃŒ_az sondra kelly uwe heilmann paul plishka charles anthony dwayne croft
43262,43262,74997,182126,Lucy In The Sky With Diamonds,Elton John / John Lennon,1974,Play for Today,1970.0,The Flipside of Dominick Hide (#11.8),Lucy in the Sky with Diamonds,john lennon paul mccartney
43363,43363,178610,466509,Song for J. J.,Blaine L. Reininger,0,Heart of the Beholder,2005.0,,Heart of the Beholder (Closing Title Song),angie l. monroe
47105,47105,238641,302787,Got My Mind Set On You (2004 Digital Remaster),George Harrison,1987,Top of the Pops,1964.0,(1996-02-15),I Got 5 on It,tone capone claydes smith dennis d.t. thomas denzil foster donald boyce numskull george funky brown jay king yukmouth richard westfield robert kool bell robert spike mickens ronald bell thomas mcelroy luniz
47116,47116,213527,302787,When He Died He Got A Home In Hell,Walter Smith & Friends,0,Top of the Pops,1964.0,(1996-02-15),I Got 5 on It,tone capone claydes smith dennis d.t. thomas denzil foster donald boyce numskull george funky brown jay king yukmouth richard westfield robert kool bell robert spike mickens ronald bell thomas mcelroy luniz
47325,47325,751278,302787,Hot Pants Pt. 2 & 3 (She Got To Use What She Got To Get What She Wants),James Brown / The J.B.'s,0,Top of the Pops,1964.0,(1996-02-15),I Got 5 on It,tone capone claydes smith dennis d.t. thomas denzil foster donald boyce numskull george funky brown jay king yukmouth richard westfield robert kool bell robert spike mickens ronald bell thomas mcelroy luniz
50172,50172,269370,118937,Weird Spots in the Middle (Shiny Happy Jihad),Joe Rogan,2007,Idool 2004,2004.0,Finale (#2.18),Stuck in the Middle with You,gerry rafferty joe egan joeri fransen wouter de clerck
51199,51199,497988,555614,Baby_ can I hold you tonight,Tracy Chapman / Luciano Pavarotti / Orchestra Sinfonica Italiana / JosÌ© Molina,0,New York  I Love You,2008.0,,The Way You Look Tonight,jerome kern the michael rose orchestra
52113,52113,222260,597064,I Never Had A Sweetheart,Connie Francis,1993,Rock Rock Rock!,1956.0,,I Never Had A Sweetheart,connie francis
52879,52879,914105,114119,The South's Gonna Do It Again,The Charlie Daniels Band,1983,How I Met Your Mother,2005.0,Duel Citizenship (#5.5),Im Gonna Be (500 Miles),charlie reid craig reid the proclaimers
54875,54875,670898,604676,The Song Is You (LP Version),Jimmy Giuffre,1957,Saturday Night Live: The Best of Jimmy Fallon,2005.0,,Mothers Day Song,sean garrett la marquis jefferson lil jon ludacris james phillips patrick j. que smith usher raymond jimmy fallon tina fey
55101,55101,492933,604676,A Mother's Last Word To Her Daughter,Washington Phillips,0,Saturday Night Live: The Best of Jimmy Fallon,2005.0,,Mothers Day Song,sean garrett la marquis jefferson lil jon ludacris james phillips patrick j. que smith usher raymond jimmy fallon tina fey
56213,56213,584666,598754,You've Got to?,The Young Punx,0,Rookie of the Year,1993.0,,You Dont Know What You Got,walter kahn tom uzzo deborah stevens karen young
56352,56352,495670,585280,Put Your Little Foot Right Out,Monty Alexander / Ray Brown / Herb Ellis,0,Pure Country,1992.0,,IM GONNA RIGHT A GREAT COUNTRY WRONG,peter mcgowin steve dorff milton brown the cactus brothers
56486,56486,825055,585280,Whos Gonna Shoe Your Pretty Little Feet,Everly Brothers,0,Pure Country,1992.0,,IM GONNA RIGHT A GREAT COUNTRY WRONG,peter mcgowin steve dorff milton brown the cactus brothers
56759,56759,957142,650584,I Had The Craziest Dream,Harry James & His Orchestra,0,The Bottom of the Bottle,1956.0,,I Had the Craziest Dream,harry warren
57013,57013,737552,302409,Can't Stand Losing You,The Police,1978,Top of the Pops,1964.0,(1995-05-11),I Cant Stand Losing You,the police
57161,57161,87569,547262,Pomp and Circumstance March No. 1 in D Op. 39 No. 1 (1993 Digital Remaster),Sir Edward Elgar,0,Mrs. Miniver,1942.0,,Pomp and Circumstance March No.1 in D Major  Op.39,edward elgar
58090,58090,435624,703006,String Quartet No. 2 in F_ Op. 77: IV. Finale - Vivace assai,The Maggini Quartet,0,Triple agent,2004.0,,Quatuor no 8,dmitri shostakovich le rubio string quartet
58240,58240,563319,255695,A Swingin Safari,Bert Kaempfert And His Orchestra,2003,The Match Game,1962.0,Show No. 93 (#1.93),A Swingin Safari (The Theme of The Match Game),bert kaempfert
58390,58390,457224,613621,A Dear John Letter,Skeeter Davis & Bobby Bare,1991,Show Business,1944.0,,I Want a Girl (Just Like the Girl That Married Dear Old Dad),harry von tilzer eddie cantor george murphy constance moore joan davis
60516,60516,45719,199943,Bridal Chorus,Richard Wagner / Otto Sieben,1991,Sabrina  the Teenage Witch,1996.0,Soul Mates (#7.22),Bridal Chorus,richard wagner robert picardo
62704,62704,89865,10500,I Can't Dance To Your Music,John Farnham,1995,Americas Got Talent,2006.0,Finale: Winner Revealed (#5.31),Last Dance,paul jabara john quale donna summer
62746,62746,258091,10500,End of Days - Dance Mix,John Debney,1999,Americas Got Talent,2006.0,Finale: Winner Revealed (#5.31),Last Dance,paul jabara john quale donna summer
64267,64267,402200,97656,Play The Blues On The Moon,Byther Smith,1989,Glastonbury 2009,2009.0,,Girls Who Play Guitars,duncan lloyd paul smith maximo park
64313,64313,933801,97656,Girls Who Play Guitars,Maximo Park,2007,Glastonbury 2009,2009.0,,Girls Who Play Guitars,duncan lloyd paul smith maximo park
65434,65434,461690,546353,Black & Blue,Jim Boggia,2001,Moving Malcolm,2003.0,,Black & Blue,jim boggia
65838,65838,960963,86057,Y Ya Tu Campana No Suena,Juan Formell y los Van Van,0,Everybody Loves Raymond,1996.0,Working Girl (#3.22),Symphony No. 94 - Ode to Joy,ludwig van beethoven
65959,65959,27221,668916,Turn The Heat Up,Phil Perry / Lee Ritenour / Eric R. Tagg / Paulinho Costa / Phil Perry / Eric Tagg / Larry Williams,0,The Last Concert: Dolly Dots,1988.0,,Make it up to you,maggie lee larry lee de dolly dots
67403,67403,595261,643267,Good Night,Niko De Luka & Brown Sugar feat. Dawn Tallman,0,Thats Entertainment  Part II,1976.0,,Good Morning,nacio herb brown gene kelly debbie reynolds donald oconnor
69851,69851,387562,377420,Lonelier Than This,Steve Earle,2000,Brit Awards 2010,2010.0,,Fight for This Love,wayne wilkins steve kipner andre merritt cheryl
70987,70987,604017,138292,Kingdoms Of Rain (Album),Mark Lanegan,1994,Lie to Me,2009.0,Truth or Consequences (#2.2),Kingdoms Of Rain,mark lanegan
72748,72748,543785,278183,Did You Ever Have To Make Up Your Mind [Live],John Sebastian,0,The Tonight Show with Jay Leno,1992.0,(#20.14),Up Around the Bend,john fogerty the tonight show band
74457,74457,914477,242621,WEST SIDE STORY - America,Helen Hobson / Crouch End Festival Chorus / City of Prague Philharmonic Orchestra / Paul Bateman,0,The Dodge Dancing Party,1955.0,Veterans Day Show (#15.11),God Bless America,irving berlin norma zimmer  with mens chorus
76344,76344,261532,577016,You Can Make It If You Try,Sly & The Family Stone,1969,Ping Pong Playa,2007.0,,Make Noise,lalo davis of five stone five stone
76453,76453,611252,125057,You're The Only World I Know,Sonny James,1990,Joolss Hootenanny,1993.0,Jools 14th Annual Hootenanny,Wonderful World,james morrison
77329,77329,416297,636058,Not Like You Do (Album Version),Norman Brown,0,Suzanne Somers... And 10 000 G.I.s,1983.0,,Were Not So Dumb,artie kane earl brown  .
78810,78810,290812,396409,Mele A Ka Pu'uwai (Album Version),Kealii Reichel,0,Commencement,2009.0,,Mele a Ka Puuwai,kealii reichel; arranged by david kauahikaua the punahou class of 2009
86798,86798,267598,645449,I Can't Get Over You To Save My Life,David Frizzell,0,The 90s: Ten Years That Changed the World,2015.0,,Lust for Life,iggy pop david bowie
91188,91188,958854,100872,Partie Traumatic,Black Kids,2008,Gossip Girl,2007.0,Pret-a-Poor-J (#2.8),Partie Traumatic,black kids
92340,92340,699082,247165,I Can't Stand Being Alone,Maurice John Vaughn,0,The Graham Kennedy Show,1968.0,(1973-08-14),I Cant Dance to Your Music,jeff barry mentor williams john farnham
92406,92406,258091,247165,End of Days - Dance Mix,John Debney,1999,The Graham Kennedy Show,1968.0,(1973-08-14),I Cant Dance to Your Music,jeff barry mentor williams john farnham
92416,92416,513264,247165,Arabian Dance (Coffee),The Boston Pops Orchestra / John Williams,0,The Graham Kennedy Show,1968.0,(1973-08-14),I Cant Dance to Your Music,jeff barry mentor williams john farnham
92523,92523,494882,247165,Gonna Make You Sweat (Everybody Dance Now),C+C Music Factory (Presenting Freedom Williams),0,The Graham Kennedy Show,1968.0,(1973-08-14),I Cant Dance to Your Music,jeff barry mentor williams john farnham
95317,95317,766403,579505,I Got a Man (DJ Funk Master Mix),Positive K,0,Polka Trip,1999.0,,Leopard Man Polka,tim partelow john gross michael k. anderson tim john
95428,95428,825460,579505,Hard Times For An Honest Man,John Mellencamp,1987,Polka Trip,1999.0,,Leopard Man Polka,tim partelow john gross michael k. anderson tim john
95511,95511,776435,580582,I Want To See The Bright Lights Tonight,Richard Thompson / Linda Thompson,1984,Porkys Five & Ten,1938.0,,Love Is on the Air Tonight,richard a. whiting
99439,99439,462385,83456,Superhero,Jane's Addiction,2003,Entourage,2004.0,Porn Scenes from an Italian Restaurant (#7.9),Superhero,perry farrell david navarro stephen perkins robert ezrin aaron embry janes addiction
100189,100189,813177,172620,I Don't Want To Be,Gavin DeGraw,2003,One Tree Hill,2003.0,Between Order and Randomness (#2.12),I Dont Want to Be,gavin degraw
103698,103698,552714,445588,Les trois cloches,Les Compagnons De La Chanson_ Edith Piaf,0,French Kiss,1995.0,,Les Yeux De Ton Pere,les negresses vertes mathieu crespin jean-marie paulus noel rota stefane mellino
103715,103715,418923,445588,Les AurÌ©oles,Les VRP,1990,French Kiss,1995.0,,Les Yeux De Ton Pere,les negresses vertes mathieu crespin jean-marie paulus noel rota stefane mellino
104017,104017,618915,560076,Song For My Friends,Jim Bob,0,Nothing But Trouble,1991.0,,Same Song,shock-g ron brooks tupac shakur digital underground george clinton jim vitti j.s. theracon bootsy collins parliament jimmy mchugh dorothy fields
104140,104140,171382,532493,Through The Night These Days,Jason Collett,2008,Management,2008.0,,Hangover Days,jason collett
104208,104208,420622,538320,An der SchÌ¦nen Blauen Donau (On the Beautiful Blue Danube)_ Op. 314: Waltz,Vienna State Opera Orchestra,0,Men of the Sky,1942.0,,America  the Beautiful,samuel a. ward the orchestra toward the end
105638,105638,116410,496112,Different Kind Of Cowboy (Album Version),Ray Scott,0,Just Wright,2010.0,,Next Time (Just Wright Version),karriem riggins common harry ray al goodman walter lee morris queen latifah
105721,105721,213211,496112,Meng Li De Xin Niang (Album Version),Yao Lee_ Lu Zhang_ Min Yao And Bai Ying Deng,0,Just Wright,2010.0,,Next Time (Just Wright Version),karriem riggins common harry ray al goodman walter lee morris queen latifah
106159,106159,218191,455218,I Love This Town,Young Heart Attack,0,Good Hair,2009.0,,Do It Like This,bradley k. young casey l. staton dow. s. brain stanfred rouse brick casey
107475,107475,352862,284715,Put It Down [Wo-Oh] [Live at WMBR-FM_ MIT Campus_ Cambridge_ MA_ 1993],Morphine,0,The White Room,1995.0,(#1.2),Super Sex (Live),mark sandman morphine
107912,107912,592970,372067,Suwannee Jo (Album Version),PAULA COLE,0,Blue in the Face,1995.0,,Suwannee Joe,paula cole
110899,110899,461003,155974,Why Wont You,The Rogers Sisters,2006,MisteRogers Neighborhood,1968.0,1418 (#8.28),Wont You Be My Neighbor?,fred rogers
111124,111124,25924,469523,Waste A Little Time On Me,The Michael Stanley Band,1975,Hi De Ho,1947.0,,AT DAWN TIME,cab calloway  with his band
113768,113768,336807,600708,Hot Time In Old Town Tonight,Mississippi John Hurt,0,Running from the Guns,1987.0,,This Town,elton john
115464,115464,146156,79047,Tainted Love (DJ Rad Remix),Soft Cell,2010,EastEnders,1985.0,(2010-05-12),Tainted Love,ed cobb soft cell
115841,115841,494368,48837,So Long To the Red River Valley,Johnny Bond and The Red River Boys,2005,Conan,2010.0,Jeff Goldblum/Jonathan Tucker/Goo Goo Dolls (#6.98),So Alive,derek a.e. fuhrmann johnny rzeznik gregg wattenberg goo goo dolls
116559,116559,55100,85971,Heaven Was Made For Everybody,Rick Cua,0,Everybody Loves Raymond,1996.0,The Ride-Along (#2.17),Everybody Loves Raymond Theme,rick marotta terry trotter
117516,117516,428021,651324,Bad Company (Live In Ukraine),Queen + Paul Rodgers,0,The British Invasion Returns,2000.0,,Bad To Me,john lennon paul mccartney billy j. kramer
118484,118484,295711,250182,Jackson,Johnny Cash / June Carter,1967,The Johnny Cash Show,1969.0,(#2.26),Jackson,jerry leiber billy edd wheeler johnny cash june carter cash
120319,120319,120143,520049,When Cats Get Up In the Morning,Old Town School of Folk Music,0,Little Fockers,2010.0,,Beautiful Morning,edward brigati felix cavaliere the rascals arrangement with warner music group film tv licensing
120336,120336,405830,520049,Beautiful Eyes,The Aluminum Group,2008,Little Fockers,2010.0,,Beautiful Morning,edward brigati felix cavaliere the rascals arrangement with warner music group film tv licensing
120821,120821,318073,668526,Little Boy Blue,Walter Horton,1989,The Lady Consents,1936.0,,My Blue Heaven,walter donaldson
121474,121474,380156,58012,Don't Forget To Remember (Trucker's Version),Leland Martin,0,Dancing with the Stars,2004.0,2014 Premiere (#14.1),Dont Let Go (Love),ricki-lee coulter andrea martin ivan matias marqueze ethridge organized noize
123131,123131,221289,353296,Pure Imagination,Monty Alexander,0,Art School Confidential,2006.0,,Pure Imagination,anthony newley leslie bricusse monty alexander
127325,127325,705221,106317,Think I Better Wait Til Tomorrow,King Harvest,1973,Happy Days,1974.0,Hollywood: Part 1 (#5.1),Will You Love Me Tomorrow?,gerry goffin carole king anson williams
131117,131117,953633,65167,ÌÛ Espera De Godot,Delfins,0,Deixa-me Amar,2007.0,(#1.113),ÃŒÃ› espera de Godot,delfins
131220,131220,553376,241498,Pretty People Come & Dance (Guarachando) (Disco Mix),Tito Puente Jr.,0,The Danny Kaye Show,1963.0,(#1.4),When the Song and Dance Man Came to Town,danny kaye mary tyler moore eddie foy jr.
131322,131322,244960,452050,Walk Like A Woman (Album Version),David Byrne & Fatboy Slim feat. Charmaine Clamor,0,Girl,1998.0,,I Walk the Mole,david bassett walter salas-humara the moles
131446,131446,913271,94528,Prime Time,The Alan Parsons Project,1984,Galavant,2015.0,Love and Death (#2.7),Time is of the Essence,alan menken reece shearsmith
131805,131805,698530,253292,My Blue Heaven,Warner Williams and Jay Summerour,0,The Marty Stuart Show,2008.0,Charley Pride (#6.20),Im Blue  Im Lonesome,bill monroe hank williams marty stuart the fabulous superlatives
132102,132102,190618,273172,Get Outta My Dreams_ Get Into My Car,Billy Ocean,1988,The Tonight Show Starring Jimmy Fallon,2014.0,Josh Brolin/Kate McKinnon/Billy Ocean (#3.85),Get Outta My Dreams  Get into My Car,billy ocean robert john lange jimmy fallon
132334,132334,658857,273172,Dreams,John Denver,1982,The Tonight Show Starring Jimmy Fallon,2014.0,Josh Brolin/Kate McKinnon/Billy Ocean (#3.85),Get Outta My Dreams  Get into My Car,billy ocean robert john lange jimmy fallon
145754,145754,570531,439471,You Make Me Feel Brand New (Album Version),Norman Brown,0,Finale,2009.0,,New Regime (Bleed),norman matthew never 3nough
146622,146622,387562,36159,Lonelier Than This,Steve Earle,2000,Britains Got Talent,2007.0,2010: Live Semi-Final 3 (#4.12),Fight for This Love,wayne wilkins steve kipner andre merritt the arrangement
150296,150296,793257,719718,Trouble Dub - FAMS Mix,Bob Marley & The Wailers,0,Welcome to Sarajevo,1997.0,,So Much Trouble In The World,bob marley the wailers  (as bob marley the wailers)
150453,150453,313529,471564,Open The Eyes Of My Heart Lord (Live At St John's Methodist Church),The Resound Singers Featuring The Worship Band,0,Hokuto no Ken,1986.0,,Purple Eyes,tsuyoshi ujiki kodomo band
150922,150922,682849,694536,Love Makes The World Go Round (LP Version),Tommy James & The Shondells,1966,This Christmas,2007.0,,Jingle Bells (Girlfight Version),james pierpont
151280,151280,331329,39952,Jinetes En El Cielo,Pedro Vargas,2006,Cachito de cielo,2012.0,Castigo divino (#1.47),Cachito de cielo,pedro fernÃŒÃndez
151463,151463,61977,339669,The Real Thing,Nick Cave & Warren Ellis,2010,Ada,1961.0,,May the Lord Bless You Real Good,warren roberts wally fowler
154390,154390,379037,10266,Rocket Man (I Think It's Going To Be A Long_ Long Time),Elton John,1976,Alvin & the Chipmunks,1983.0,Brunch Club (#6.4),What Were You Doing At The Time?,thomas chase steve rucker jill h. jones the john boylan project with vocals by the chipmunks
154656,154656,895219,331221,Frank Williams / The Jackson Southernaires Medley - If Jesus Can't Fix It_ Remember Me_ No Tears In Heaven_ Don't Look Down On A Man_ Near The Cross,The Jackson Southernaires,0,99 Homes,2014.0,,Let Me Down,keith jackson steven davis steve shelton the glass heroes
155510,155510,876175,731120,There'll Always Be An England / Bless 'Em / It's A Long Way To Tipperary [Studio Single Version],Tiny Tim with Harry Roy & His Band,0,Yu-Gi-Oh!: The Abridged Movie,2007.0,,One Way or Another,nigel harrison debbie harry blondie
156398,156398,325290,654094,Night Talk,Jan Hammer,1987,The Corporate Ladder,1997.0,,Late Night,jan hammer
158669,158669,397137,513539,Gentleman Friend,The George Shearing Quintet with Nancy Wilson,0,Le gentleman de Cocody,1965.0,,Le gentleman de Cocody,nancy holloway
159113,159113,454139,623259,Midnight Special (Live) (1995 Digital Remaster),Johnny Rivers,0,Sonikku adobenchÃŒÂ¢ 2,2001.0,,Live and Learn,johnny gioeli
159125,159125,589980,475751,Feel It Coming,Sara Melson,2008,House of Boys,2009.0,,Only the Lonely (Know the Way I Feel),roy orbison joe melson courtesy of orbison records
159146,159146,692227,475751,Rocky Mountain Way,Joe Walsh,1973,House of Boys,2009.0,,Only the Lonely (Know the Way I Feel),roy orbison joe melson courtesy of orbison records
160041,160041,482862,101486,Ir A MÌÁs,Los Abuelos De La Nada,1982,Graduados,2012.0,(#1.61),Ir a mas,los abuelos de la nada
162208,162208,27221,446827,Turn The Heat Up,Phil Perry / Lee Ritenour / Eric R. Tagg / Paulinho Costa / Phil Perry / Eric Tagg / Larry Williams,0,Frozen Assets,1992.0,,Give It All Up For Love,michael tavera phil perry
163783,163783,786609,287701,Angry Young Boys,Richard Wahnfried,1984,The X Factor,2004.0,Live Results Show 7 (#9.25),Young,union j jahmene douglas rylan clark-neal christopher maloney ella henderson james arthur peter ibsen alistair tennant richard rawson
164625,164625,265062,394970,Gee_ Rudolph (Ain't I Good To You) (Parody by Ken Vandermarr_ based on Gee_ Baby_ Aint I Good To You),The Christmas Jug Band,1987,Coffee Therapy,2006.0,,Ive Found a New Baby,j. palmer s. williams the firecracker jazz band
164776,164776,617686,394970,Rock Me Baby,Savoy Brown Blues Band,1967,Coffee Therapy,2006.0,,Ive Found a New Baby,j. palmer s. williams the firecracker jazz band
168216,168216,199838,387126,Arms Park,The Band And Male Voice Choir Of The Prince Of Wales's Division,0,Cease Fire!,1953.0,,(We Are) Brothers in Arms,dimitri tiomkin male chorus
172333,172333,276472,547140,My Life Ain't Nothing But a Blues Song,Tony Mathews,0,Mr. and Mrs. Loving,1996.0,,The Blues That Was Waiting For Me,tony zamagni arrangement with rounder records
172825,172825,949405,324688,Medley: Joy To The World / Hark The Herald Angels Sing,Lee Greenwood,0,iCarly,2007.0,iHire an Idiot (#4.7),Top of the World,mike geier deena lee
172880,172880,620606,394231,Funky Kingston,Toots & The Maytals,1973,Club Dread,2004.0,,Funky Kingston,toots hibbert toots the maytals
173397,173397,710754,135437,Money Can'T Buy Me Love,The Lullaby Orchestra,0,Late Show with David Letterman,1993.0,(#18.136),For the Love of Money,kenny gamble leon huff anthony jackson the cbs orchestra
174168,174168,599342,544416,Halloween - Theme,John Carpenter,0,Monsters vs Aliens: Mutant Pumpkins from Outer Space,2009.0,,Theme from Halloween,john carpenter
174391,174391,782618,455445,Me And The Dog Gone Blues,Vassar Clements and Jerry Douglas,0,Good Old Days Part II,1978.0,,Hound Dog,jerry leiber mike stoller frankie avalon
174800,174800,477747,558219,This Is Not A Song,The Frank And Walters,1992,No Retreat  No Surrender,1986.0,,A Bottle and a Song,frank harris mary reynolds
177863,177863,701616,79247,Happy,Leona Lewis,2009,EastEnders,1985.0,(2012-05-22),Happy,leona lewis
