,_id,ltable_id,rtable_id,ltable_title,ltable_artist_name,ltable_year,rtable_title,rtable_year,rtable_episode,rtable_song,rtable_artists
361,361,367631,376069,Atomic Dog (Dogs Of The World Unite Remix) (Explicit) (Feat. Coolio),George Clinton Featuring Coolio,1996,Breakin All the Rules,2004.0,,Atomic Dog,george clinton   (as george clinton jr.) garry m. shider david l. spradley george clinton
376,376,278273,299939,Where Did Our Love Go,Lamont Dozier,0,Top of the Pops,1964.0,(1978-09-07),Where Did Our Love Go?,brian holland lamont dozier eddie holland the manhattan transfer
379,379,84820,38970,Gunpowder & Lead,Miranda Lambert,2009,CMT Top 20 Countdown,2001.0,(2007-11-29),Gunpowder and Lead,miranda lambert jack ingram
380,380,361976,210356,Heart Of Stone,The Rolling Stones,1964,Shindig!,1964.0,(#1.26),Heart of Stone,mick jagger keith richards the rolling stones
403,403,85167,395100,Big River (Featuring Johnny Cash and Waylon Jennings) (Album Version),Trick Pony (Featuring Johnny Cash and Waylon Jennings),2001,Cold Chisel Ringside,2004.0,,Big River,johnny cash cold chisel
417,417,359921,325454,How Could An Angel Break My Heart,Kenny G with Toni Braxton,1997,ÃŒÂdolos,2003.0,Gala 1 - Meu ÃŒÂdolo (#1.9),How Could An Angel Break My Heart,toni braxton kenneth babyface edmonds dÃŒÂ©bora gonÃŒÂ¤alves
421,421,425869,30622,The Slightest Touch,Five Star,1986,Big Brothers Bit on the Side,2011.0,(2012-09-01)} {{SUSPENDED},The Slightest Touch,five star
427,427,66313,365565,MacArthur Park,Jimmy Webb,1996,Bette Midler in Concert: Diva Las Vegas,1997.0,,MacArthur Park,jimmy webb bette midler
432,432,65892,511954,Seeds Of Night,The Cave Singers,2007,Last Night,2010.0,,Seeds of Night,derek fudesco marty lund peter quirk the cave singers
434,434,940850,651185,Don't You (Forget About Me) (Live),Simple Minds,1988,The Breakfast Club,1985.0,,Dont You (Forget About Me),simple minds
468,468,237028,503761,Bizet: Carmen: Je vais danser en votre honneur,Georges Bizet,0,Kotia pÃŒ_in,1989.0,,Votre toast  je peux vous le rendre,georges bizet tiit kuusik
478,478,70050,501209,View From A Bridge (Raw Remix) (Edit),Kim Wilde,1987,Kim Wilde: The Video Music Collection,1984.0,,View From A Bridge,kim wilde
485,485,6139,694050,Things Behind The Sun,Nick Drake,1972,Things Behind the Sun,2001.0,,Things Behind the Sun,nick drake
534,534,882634,457246,Hell On Wheels,Kill Memory Crash,2008,Grand Theft Auto IV: The Lost and Damned,2009.0,,Hell on Wheels,kill memory crash
545,545,446978,383785,Unchained Melody,Righteous Brothers,1965,Canary Brothers of Tondo,1992.0,,Unchained Melody,alex north the righteous brothers
555,555,830914,160407,Moonlight Serenade,Glenn Miller Orchestra,0,Mulheres Apaixonadas,2003.0,,Serenata do Luar (Moonlight Serenade),glenn miller mitchell parish paula lima
602,602,10335,158427,Foggy Mountain Breakdown,Lester Flatt_ Earl Scruggs,1987,Monty Pythons Flying Circus,1969.0,The Attila the Hun Show (#2.7),Foggy Mountain Breakdown,earl scruggs
606,606,687265,392582,Red Right Hand,Nick Cave & The Bad Seeds,1994,Cirque du Freak: The Vampires Assistant,2009.0,,Red Right Hand,mick harvey nick cave thomas wydler the bad seeds
617,617,953476,400564,Hit The Road Jack,Percy Mayfield,0,CrianÃŒÂ¤a EsperanÃŒÂ¤a 2012,2012.0,,Ponta de LanÃŒÂ¤a Africano (Umbabarauma) / Hit the Road Jack / Superstition / Black or White,james brown percy mayfield stevie wonder michael jackson bill bottrell michele mara katia drumond jhonatan matheus
642,642,440234,489407,Baby Got Back (Rock Mix),Sir Mix A Lot,0,Jackass: The Movie,2002.0,,Baby Got Back,sir mix a lot
643,643,499545,388741,Ladies Night,Kool And The Gang,1988,Charlie Wilsons War,2007.0,,LADIES NIGHT,george funky brown robert kool bell kool the gang
667,667,97668,73473,She Got The Goldmine (I Got The Shaft),Jerry Reed,1993,Dolly,1987.0,(#1.8),She Got the Goldmine,tim dubois dolly parton jerry reed
676,676,30017,298364,Too Much Heaven (Album Version),Bee Gees,1979,Top club dimanche,1978.0,(1978-12-24),Too Much Heaven,barry gibb maurice gibb robin gibb the bee gees
729,729,818840,499349,The Greatest Gift Of All,Dolly Parton & Kenny Rogers,0,Kenny & Dolly: A Christmas to Remember,1984.0,,The Greatest Gift of All,john jarvis kenny rogers dolly parton
780,780,727067,692188,Mars (Bringer Of War) (1926 recording),Gustav Holst,0,The World Within,2010.0,,Mars  the Bringer of War,gustav holst the us air force band
793,793,544149,268754,Monster Mash,Bobby 'Boris' Pickett,1986,The Simpsons,1989.0,The Great Wife Hope (#21.3),Monster Mash,leonard l. capizzi bobby pickett
807,807,45719,479180,Bridal Chorus,Richard Wagner / Otto Sieben,1991,I Live for Love,1935.0,,Bridal Chorus,richard wagner
827,827,549342,191671,Dazed And Confused  (Album Version),Led Zeppelin,1969,Rage,1987.0,Run the Jewels Guest Program Rage,Dazed and Confused,jimmy page led zeppelin
835,835,891641,529255,Two Tribes,Frankie Goes To Hollywood,1984,Made of Honor,2008.0,,Two Tribes,holly johnson mark otoole peter gill frankie goes to hollywood
840,840,754254,224719,Star Trek: First Contact- End Title,Jerry Goldsmith,0,Star Trek: The Next Generation,1987.0,Sub Rosa (#7.14),Star Trek: The Next Generation End Credits,jerry goldsmith alexander courage
846,846,768513,189132,...Baby One More Time,Britney Spears,1998,Pussycat Dolls Present: Girlicious,2008.0,Confidence (#1.2),...Baby One More Time,max martin britney spears
860,860,19802,134100,Let The Wind Blow,Brian Wilson,1995,Larry L,2009.0,Let the Wind Blow,Let the Wind Blow,brian wilson mike love larry l
864,864,937425,355024,God Bless The Child,Chris Botti;Paula Cole,0,August Rush,2007.0,,God Bless the Child,arthur herzog jr. billie holiday chris botti paula cole
889,889,524188,460078,Cross Road Blues,Robert Johnson,0,Guitar Hero,2005.0,,Cross Road Blues,robert johnson
909,909,847855,381679,Crank That (Soulja Boy) [Travis Barker Remix],Soulja Boy Tell`em,0,CHIKARA: King of Trios 2009 - Night I,2009.0,,Crank That (Soulja Boy),deandre way cortez soulja boy
957,957,754254,224638,Star Trek: First Contact- End Title,Jerry Goldsmith,0,Star Trek: The Next Generation,1987.0,Lessons (#6.19),Star Trek: The Next Generation End Credits,jerry goldsmith alexander courage
980,980,444006,653708,In The Midnight Hour,Wilson Pickett,1965,The Commitments,1991.0,,In The Midnight Hour,wilson pickett steve cropper andrew strong with angeline ball maria doyle bronagh gallagher
1039,1039,509771,25961,You Don't Just Want To Break Me,Hawksley Workman,0,Being Human,2011.0,Wouldnt It Be Nice (If We Were Human) (#1.4),You Dont Just Want To Break Me (You Want To Tear Me Apart),hawksley workman
1043,1043,914599,253868,I'm A Man Of Constant Sorrow,The Stanley Brothers;The Clinch Mountain Boys,1951,The Marty Stuart Show,2008.0,Ralph Stanley and the Clinch Mountain Boys (#2.10),Man of Constant Sorrow,ralph stanley the clinch mountain boys
1069,1069,46964,519850,Cocinando Suave,Ray Barretto,1962,Little Birds,2011.0,,Cocinando Suave,ray barretto
1072,1072,153694,599923,Sink Into The Frame Of The Portrait,Dream Warriors,1994,Rude,1995.0,,Sink Into the Frame of the Portrait,the dream warriors
1074,1074,737657,361852,Waitin' Round to Die,Townes Van Zandt,1987,Be Here to Love Me: A Film About Townes Van Zandt,2004.0,,Waitin Round to Die,townes van zandt
1081,1081,868023,385291,A Garden In The Rain (Digitally Remastered),The Four Aces,0,Carol,2015.0,,A Garden in the Rain,al alberts the four aces carroll gibbons james dyrenforth
1091,1091,21087,177091,Break It To Me Gently,Brenda Lee,1987,Pan Am,2011.0,Truth or Dare (#1.7),Break It to Me Gently,brenda lee
1095,1095,27898,572833,Aaja Aaja Main Hoon Pyar Tera,Asha Bhosle & Mohd. Rafi,0,Pati Parmeshwar,1958.0,,Meri Thokar Se Dharti Ka Bhagyachakra Ghumta Hai  Main Hoon,avinash vyas asha bhosle
1112,1112,494882,90786,Gonna Make You Sweat (Everybody Dance Now),C+C Music Factory (Presenting Freedom Williams),0,Formula 1: BBC Sport,2009.0,The Malaysian Grand Prix (#2.8),Gonna Make You Sweat (Everybody Dance Now),robert clivillÃŒÂ©s freedom williams c.c. music factory
1142,1142,961408,623647,She's About A Mover,Sir Douglas Quintet,1969,Sorority Boys,2002.0,,Shes About a Mover,doug sahm sir douglas quintet
1144,1144,275989,675100,The Same Song,Susheela Raman,2006,The Namesake,2006.0,,The Same Song,susheela raman sam mills aref durvesh
1175,1175,708957,25371,I Don't Wanna Grow Up,Tom Waits,1992,Beavis and Butt-Head,1993.0,The Final Judgement of Beavis (#4.13),I Dont Want to Grow Up,tom waits
1187,1187,217758,367393,Hands On The Bible,Local H,2002,Big Nothing,2006.0,,Hands on the Bible,scott lucas local h
1190,1190,921502,683384,There's No Business Like Show Business,Ethel Merman,1979,The Secret Disco Revolution,2012.0,,No Business Like Show Business,irving berlin ethel merman
1216,1216,173213,1354,What A Wonderful World,Louis Armstrong with Kenny G,1968,20 to 1,2005.0,Greatest Songs of All Time (#3.2),What A Wonderful World,louis armstrong george david weiss  / bob thiele
1223,1223,280363,674735,Suite: Judy Blue Eyes (Demo),Stephen Stills,0,The Music Never Stopped,2011.0,,Suite: Judy Blue Eyes,stephen stills crosby stills nash arrangement with warner music group film tv licensing
1236,1236,139361,629695,Yankee Doodle,George M. Cohan,0,Steel Magnolias,1989.0,,YANKEE DOODLE DANDY,george m. cohan
1255,1255,741189,166511,Cold Rock A Party (Explicit LP Version),MC Lyte,1996,New York Undercover,1994.0,The Solomon Papers (#3.14),Cold Rock a Party,mc lyte
1259,1259,275993,236176,The Church In The Wildwood (Just As I Am Album Version),Andy Griffith,0,The Andy Griffith Show,1960.0,Man in a Hurry (#3.16),The Church in the Wildwood,dr. william s. pitts andy griffith don knotts robert emhardt
1284,1284,904865,58522,I Kissed A Girl (Jason Nevins Funkrokr Edit),Katy Perry,2008,Dancing with the Stars,2005.0,Round 2 (#7.4),I Kissed a Girl,katy perry
1291,1291,490547,692415,Surf City,Jan and Dean,1963,The Wrecking Crew!,2008.0,,Surf City,jan berry brian wilson jan dean
1317,1317,784423,162178,Buddy Holly,Rivers Cuomo,2007,My Mad Fat Diary,2013.0,Girls (#2.3),Buddy Holly,rivers cuomo weezer
1323,1323,550864,636020,Ring Of Fire,June Carter Cash,2008,Suture,1993.0,,Ring of Fire,merle kilgore june carter cash johnny cash
1338,1338,351557,675948,Dead From the Neck Up,Riverboat Gamblers,2003,The Night of the White Pants,2006.0,,Dead From the Neck Up,the riverboat gamblers
1360,1360,458983,565794,Parchman Farm Blues,Bukka White,1940,One Last Chance,2004.0,,Parchman Farm Blues,bukka white
1368,1368,692227,542958,Rocky Mountain Way,Joe Walsh,1973,Mob Job,1974.0,,Rocky Mountain Way,joe walsh joe vitale rocke grace kenny passarelli
1373,1373,333557,680273,I Put a Spell On You,Screamin Jay Hawkins,1956,The Quickie,2001.0,,I Put a Spell on You,screamin jay hawkins nolan f. porter ii mike nelson (tenor baritone sax) ken steiger (guitars
1383,1383,243667,298506,Hey_ Western Union Man,Jerry Butler,0,Top of the Pops,1964.0,(1970-03-26),Hey  Western Union Man,jerry butler kenny gamble leon huff
1458,1458,74997,182126,Lucy In The Sky With Diamonds,Elton John / John Lennon,1974,Play for Today,1970.0,The Flipside of Dominick Hide (#11.8),Lucy in the Sky with Diamonds,john lennon paul mccartney
1497,1497,745690,312763,We Used To Be Friends,The Dandy Warhols,2003,Veronica Mars,2004.0,Rashard and Wallace Go to White Castle (#2.12),We Used to Be Friends,courtney taylor-taylor grant nicholas the dandy warhols
1498,1498,868901,657460,Them Changes,Buddy Miles,1970,The Dukes of September Live at Lincoln Center,2012.0,,Them Changes,buddy miles
1517,1517,379551,356243,Saturday Night Fish Fry - Parts 1 & 2 (Digitally Remastered),Louis Jordan & His Tympany Five,0,B.B. King: The Life of Riley,2012.0,,Saturday Night Fish Fry,louis jordan ellis lawrence walsh
1543,1543,506022,301059,Dear Miss Lonely Hearts,Phil Lynott,1980,Top of the Pops,1964.0,(1980-04-17),Dear Miss Lonely Hearts,phil lynott
1561,1561,21127,44578,Building A Mystery (Live),Sarah McLachlan,1999,Charmed,1998.0,Something Wicca This Way Comes (#1.1),Building a mystery,sarah mclachlan
1568,1568,4432,208737,The Luck You Got,The High Strung,2005,Shameless,2011.0,The Sins of My Caretaker (#3.5),The Luck You Got,the high strung
1579,1579,319145,659390,Hasn't Hit Me Yet,Blue Rodeo,1993,The Fear of 13,2015.0,,Hasnt Hit Me Yet,blue rodeo
1584,1584,640335,53272,Carmen Suite: Gipsy Dance,Georges Bizet,0,Curb Your Enthusiasm,2000.0,The Car Pool Lane (#4.6),Carmen - Gypsy Dance,georges bizet
1638,1638,928087,685478,Do You Feel Like We Do (Live),Peter Frampton,2003,The Spirit of 76,1990.0,,Do You Feel Like We Do,peter frampton john siomos rick wills mickey gallagher
1641,1641,779617,545097,May The Bird Of Paradise Fly Up Your Nose,Little' Jimmy Dickens,1993,More American Graffiti,1979.0,,May the Bird of Paradise Fly Up Your Nose,neal merritt little jimmy dickens
1645,1645,55255,389291,Dream Police,Cheap Trick,1979,Cheap Trick: From Tokyo to You,2004.0,,Dream Police,rick nielsen cheap trick
1717,1717,222260,597064,I Never Had A Sweetheart,Connie Francis,1993,Rock Rock Rock!,1956.0,,I Never Had A Sweetheart,connie francis
1718,1718,329707,627521,If I Can't Dance,Sophie Ellis-Bextor,2007,St. Trinians,2007.0,,If I Cant Dance,sophie ellis-bextor
1725,1725,242785,721925,Hold what you got,JOE TEX,1969,When Will I Be Loved,2004.0,,Hold on to What Youve Got,joe tex
1726,1726,879238,732933,When A Man Loves A Woman,Percy Sledge,1966,Zusje,1995.0,,When a Man Loves a Woman,andrew wright calvin lewis percy sledge
1738,1738,921208,79601,Going Down,Freddie King,1971,Eastbound & Down,2009.0,Chapter 6 (#1.6),Going Down,freddie king
1743,1743,550864,716839,Ring Of Fire,June Carter Cash,2008,Walk the Line,2005.0,,Ring of Fire,june carter cash merle kilgore joaquin phoenix reese witherspoon
1745,1745,750274,223708,Chirpy Chirpy Cheep Cheep,Middle Of The Road,1988,Spotlight,1968.0,(1973-12-31),Chirpy Chirpy Cheep Cheep,middle of the road
1752,1752,768513,616400,...Baby One More Time,Britney Spears,1998,SingStar Pop,2007.0,,...Baby One More Time,max martin britney spears
1804,1804,489697,367552,Arthur Murray Taught Me Dancing In A Hurry,Betty Hutton,2008,Big Top Pee-wee,1988.0,,Arthur Murray Taught Me Dancing In A Hurry,victor schertzinger johnny mercer betty hutton   with jimmy dorsey his orchestra
1883,1883,511258,4548,I'm Not Sorry (Live at Radio 1 One Big Weekend),The Pigeon Detectives,2006,90210,2008.0,A Thousand Words (#4.9),Im Not Sorry Wait for Me,the pigeon detectives
1895,1895,649531,148438,TÌ« Fora,Kelly Key,2008,MalhaÃŒÂ¤ÃŒÂ£o,1995.0,,TÃŒÂ« Fora,kelly key
1899,1899,501496,379431,Sixteen Seconds Happy,Vincent Gallo,1998,Buffalo 66,1998.0,,Sixteen Seconds Happy,vincent gallo
1918,1918,87569,547262,Pomp and Circumstance March No. 1 in D Op. 39 No. 1 (1993 Digital Remaster),Sir Edward Elgar,0,Mrs. Miniver,1942.0,,Pomp and Circumstance March No.1 in D Major  Op.39,edward elgar
1928,1928,307923,591078,Wail Of The Winds,Red Nichols / Five Pennies,0,Red Nichols & His World Famous Pennies,1936.0,,Wail of the Winds,harry warren red nichols his world famous pennies
1961,1961,563319,255695,A Swingin Safari,Bert Kaempfert And His Orchestra,2003,The Match Game,1962.0,Show No. 93 (#1.93),A Swingin Safari (The Theme of The Match Game),bert kaempfert
1963,1963,940250,575400,Father_ Son,Peter Gabriel,0,Peter Gabriel: Growing Up Live,2003.0,,Father  Son,peter gabriel
1993,1993,45719,199943,Bridal Chorus,Richard Wagner / Otto Sieben,1991,Sabrina  the Teenage Witch,1996.0,Soul Mates (#7.22),Bridal Chorus,richard wagner robert picardo
2009,2009,11931,302892,Say You'll Be There (Live),Spice Girls,1998,Top of the Pops,1964.0,(1996-12-25),Say Youll Be There,spice girls jon b. eliot kennedy
2048,2048,888372,10500,Last Dance,Donna Summer,1978,Americas Got Talent,2006.0,Finale: Winner Revealed (#5.31),Last Dance,paul jabara john quale donna summer
2056,2056,177469,278248,Lido Shuffle,Boz Scaggs,1976,The Tonight Show with Jay Leno,1992.0,(#20.151),Lido Shuffle,david paich boz scaggs the tonight show band
2063,2063,933801,97656,Girls Who Play Guitars,Maximo Park,2007,Glastonbury 2009,2009.0,,Girls Who Play Guitars,duncan lloyd paul smith maximo park
2089,2089,461690,546353,Black & Blue,Jim Boggia,2001,Moving Malcolm,2003.0,,Black & Blue,jim boggia
2092,2092,325479,86057,Symphony No. 9 In D Minor_ Op. 125; lll Adagio Molto E Cantabile,Ludwig van Beethoven,0,Everybody Loves Raymond,1996.0,Working Girl (#3.22),Symphony No. 94 - Ode to Joy,ludwig van beethoven
2105,2105,420433,668916,Make It Up To You,Dolly Dots,0,The Last Concert: Dolly Dots,1988.0,,Make it up to you,maggie lee larry lee de dolly dots
2174,2174,200397,406518,Arnold Layne,David Gilmour Featuring David Bowie,2006,David Gilmour Remember That Night,2007.0,,Arnold Layne,syd barrett david gilmour david bowie
2200,2200,958516,571016,Creo En Ti,Miguel BosÌ©,2007,Papitwo,2012.0,,Creo en tÃŒ_,josÃŒÂ© luis perales miguel bosÃŒÂ©
2203,2203,19924,185424,Tocar Na Banda,Adoniran Barbosa,0,Por Toda Minha Vida,2006.0,Adoniran Barbosa (#4.1),Tocar na Banda,adoniran barbosa
2212,2212,127132,30124,Wicked Game (Remastered Album Version),Chris Isaak,2006,Beverly Hills  90210,1990.0,One Man and a Baby (#1.11),Wicked Game,chris isaak
2241,2241,844100,159505,Symphony No. 5 in C-Sharp Minor: IV. Adagietto,Gustav Mahler_ Moscow RTV Large Symphony Orchestra Kyril Kondrashin_ Various Artist,1987,Mozart in the Jungle,2014.0,Stern Papa (#2.1),Symphony No. 1 In D Major Titan: III. Feierlich Und Gemessen,gustav mahler lelie resnick
2259,2259,683714,300342,He's The Greatest Dancer,Sister Sledge,1979,Top of the Pops,1964.0,(1979-04-12),Hes the Greatest Dancer,bernard edwards nile rodgers sister sledge
2262,2262,604017,138292,Kingdoms Of Rain (Album),Mark Lanegan,1994,Lie to Me,2009.0,Truth or Consequences (#2.2),Kingdoms Of Rain,mark lanegan
2264,2264,395215,26851,Se me vais deixar,Tony Carreira,2008,Belmonte,2013.0,(#1.170),E Agora Tu Vais (Vais Deixar a Minha Vida),tony carreira
2276,2276,329550,239529,Just wanna make love to you,Willie Dixon,0,The Blues,2003.0,Godfathers and Sons (#1.5),I Just Want to Make Love to You,willie dixon the rolling stones
2278,2278,453545,239529,I Just Want To Make Love To You,Willie Dixon,1989,The Blues,2003.0,Godfathers and Sons (#1.5),I Just Want to Make Love to You,willie dixon the rolling stones
2284,2284,519390,35948,One Step Closer,S Club Juniors,2002,Britains Got More Talent,2007.0,(#9.3),One Step Closer,cathy dennis s. club juniors
2330,2330,563319,254794,A Swingin Safari,Bert Kaempfert And His Orchestra,2003,The Match Game,1962.0,(#5.120),A Swingin Safari (The Theme of The Match Game),bert kaempfert
2350,2350,397967,595853,Raising Heaven (In Hell Tonight),Patrick Swayze,1989,Road House,1989.0,,Raising Heaven (in Hell) Tonight,willie nile martin briley patrick swayze
2351,2351,373684,158270,Two Hearts (Live),Phil Collins,1990,Monkey Dust,2003.0,(#3.6),Two Hearts,phil collins
2388,2388,808143,472298,Blue suede shoes,Elvis Presley,1956,Hollywood Rocks the Movies: The Early Years (1955-1970),2000.0,,Blue Suede Shoes,carl perkins elvis presley
2389,2389,240288,125057,Wonderful World,James Morrison,0,Joolss Hootenanny,1993.0,Jools 14th Annual Hootenanny,Wonderful World,james morrison
2398,2398,713545,39677,Got Money,Lil Wayne / T-Pain,0,CSI: Miami,2002.0,Wrecking Crew (#7.6),Got Money,lil wayne faheem najm
2409,2409,45719,404308,Bridal Chorus,Richard Wagner / Otto Sieben,1991,Dance Hall,1941.0,,Bridal Chorus,richard wagner
2461,2461,290812,396409,Mele A Ka Pu'uwai (Album Version),Kealii Reichel,0,Commencement,2009.0,,Mele a Ka Puuwai,kealii reichel; arranged by david kauahikaua the punahou class of 2009
2469,2469,903953,241722,Satin Doll,The Duke Ellington Orchestra / Johnny Hodges / Benny Carter / Jimmy Hamilton / Paul Gonsalves,1987,The Danny Kaye Show,1963.0,(#4.4),Satin Doll,duke ellington billy strayhorn buddy greco
2485,2485,465749,225993,Wherever I Lay My Hat (That's My Home),Marvin Gaye,1963,Stars in Their Eyes,1990.0,(#5.2),Wherever I Lay My Hat (Thats My Home),marvin gaye barrett strong norman whitfield paul sansome
2489,2489,277514,141516,El Tiempo En Las Bastillas,Fernando Ubiergo,0,Los 80,2008.0,Loco no estoy (#5.10),El tiempo en las bastillas,fernando ubiergo camila moreno
2497,2497,544149,258983,Monster Mash,Bobby 'Boris' Pickett,1986,The Office,2005.0,Costume Contest (#7.6),Monster Mash,leonard l. capizzi bobby pickett the crypt-kickers
2516,2516,286196,103303,Gotta Figure This Out,Erin McCarley,2009,Greys Anatomy,2005.0,Rise Up (#5.7),Gotta Figure This Out,erin mccarley
2517,2517,472367,723292,Bilder einer Ausstellung / Pictures At An Exhibition 'Der Gnom,Modest Mussorgsky,0,White Zombie,1932.0,,Pictures at an Exhibition,modest mussorgsky
2543,2543,99074,380243,Calm Down,The Mohawk Lodge,2007,Burgeon and Fade,2007.0,,Calm Down,mohawk lodge
2583,2583,594478,492065,Purple Haze,Jimi Hendrix,1969,Jimi Hendrix at the Isle of Wight,1991.0,,Purple Haze,jimi hendrix
2594,2594,196167,524271,I Can Transform Ya,Chris Brown featuring Lil Wayne & Swizz Beatz,0,Lottery Ticket,2010.0,,I Can Transform Ya,chris brown lil wayne swizz beatz jason poo bear boyd lonny bereal
2609,2609,351640,443622,White Christmas,Bing Crosby,1942,Four Christmases,2008.0,,White Christmas,irving berlin bing crosby
2615,2615,752135,191449,So Real,Jeff Buckley,1994,Rage,1987.0,Grinspoon Guest Program Rage,So Real,jeff buckley michael tighe
2628,2628,260181,645449,Lust For Life,Iggy Pop,1977,The 90s: Ten Years That Changed the World,2015.0,,Lust for Life,iggy pop david bowie
2733,2733,351998,569055,Sweet home Alabama,Lynyrd Skynyrd,1974,Outside Providence,1999.0,,Sweet Home Alabama,edward king gary rossington ronnie van zant lynyrd skynyrd
2784,2784,906002,391164,Broken Vow,Chris Botti,2009,Chris Botti in Boston,2009.0,,Broken Vow,chris botti
2788,2788,958854,100872,Partie Traumatic,Black Kids,2008,Gossip Girl,2007.0,Pret-a-Poor-J (#2.8),Partie Traumatic,black kids
2792,2792,870998,219144,The Bronx Bird Watcher (Album Version),Allan Sherman,0,Some Jerk with a Camera,2011.0,Star Tours: The Original 1987 Classic (#1.3),The Bronx Bird Watcher,allan sherman
2802,2802,892240,137187,Mon amant de saint jean,Lucienne Delyle,1993,Les Refrains de la mÃŒÂ©moire,2001.0,Mon amant de Saint Jean... 1942,Mon amant de Saint Jean,ÃŒÃ¤mile carrara lucienne delyle
2810,2810,89865,247165,I Can't Dance To Your Music,John Farnham,1995,The Graham Kennedy Show,1968.0,(1973-08-14),I Cant Dance to Your Music,jeff barry mentor williams john farnham
2840,2840,620289,212001,Good Vibrations,Brian Wilson,1984,Showboaters,2011.0,(#1.6),Good Vibrations,brian wilson mike love karl mullen martin whiteley claudia luke-taylor
2850,2850,833751,698239,Brick House 2003,Rob Zombie / Trina / Lionel Richie,0,To Wong Foo Thanks for Everything  Julie Newmar,1995.0,,Brick House,lionel richie ronald la pread walter orange the commodores arrangement with polygram special markets
2908,2908,322503,625677,Libiamo ne'lieti calici  (Brindisi),JosÌ© Carreras / PlÌÁcido Domingo / Luciano Pavarotti / Los Angeles Music Center Opera Chorus / Los Angeles Philharmonic / Zubin Mehta,0,Spectre,2015.0,,Libiamo Nelieti Calici [La Traviata/Act 1],giuseppe verdi luciano pavarotti joan sutherland the london opera chorus national philharmonic orchestra richard bonynge
2942,2942,266661,393221,Mairzy Doats,The Merry Macs,1987,Class of 44,1973.0,,Mairzy Doats,milton drake al hoffman jerry livingston the merry macs
